,Player,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,Steven Adams,26,OKC,58,1564,20.8,0.605,0.006999999999999999,0.413,14.4,23.8,19.3,13.5,1.6,3.5,14.1,17.2,3.7,2.5,6.2,0.19,2.1,1.1,3.2,2.0
1,Bam Adebayo,22,MIA,65,2235,20.6,0.606,0.018000000000000002,0.47600000000000003,8.7,25.0,17.2,23.6,1.7,3.8,17.5,20.8,4.6,3.6,8.1,0.175,1.6,2.1,3.6,3.2
2,LaMarcus Aldridge,34,SAS,53,1754,19.8,0.5710000000000001,0.198,0.24100000000000002,6.3,17.8,12.0,11.4,1.0,4.4,7.8,23.6,3.1,1.4,4.4,0.122,1.8,-0.5,1.3,1.5
3,Nickeil Alexander-Walker,21,NOP,41,501,7.6,0.441,0.515,0.12300000000000001,1.7,15.2,8.4,20.3,1.0,1.2,14.3,22.8,-0.7,0.4,-0.4,-0.034,-3.5,-1.4,-4.9,-0.4
4,Grayson Allen,24,MEM,30,498,11.4,0.5770000000000001,0.517,0.19899999999999998,1.1,12.6,7.0,11.8,0.6,0.2,10.7,17.9,0.5,0.3,0.7,0.07,-1.0,-1.5,-2.6,-0.1
5,Jarrett Allen,21,BRK,64,1647,20.3,0.6579999999999999,0.012,0.574,12.5,25.0,18.9,7.8,1.1,4.3,12.2,15.0,4.3,2.8,7.1,0.207,1.0,1.1,2.1,1.7
6,Kadeem Allen,27,NYK,10,117,14.0,0.512,0.364,0.25,1.8,6.6,4.1,27.0,2.1,1.6,14.1,20.6,0.1,0.1,0.1,0.053,0.0,-0.6,-0.6,0.0
7,Al-Farouq Aminu,29,ORL,18,380,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.016,-4.5,1.4,-3.1,-0.1
8,Justin Anderson,26,BRK,3,17,-3.8,0.218,0.5,0.33299999999999996,0.0,11.8,6.1,0.0,0.0,4.9,0.0,16.9,-0.1,0.0,-0.1,-0.16699999999999998,-12.8,-2.3,-15.1,-0.1
9,Kyle Anderson,26,MEM,59,1140,13.0,0.542,0.221,0.23600000000000002,5.1,18.3,11.8,15.1,1.9,2.4,15.1,13.3,0.9,1.4,2.2,0.095,-1.3,1.9,0.6,0.7
10,Ryan Anderson,31,HOU,2,14,9.5,0.35700000000000004,0.7140000000000001,0.0,0.0,52.8,26.2,20.1,3.3,0.0,12.5,23.6,0.0,0.0,0.0,-0.031,-4.1,0.7,-3.4,0.0
11,Giannis Antetokounmpo,25,MIL,57,1763,31.6,0.608,0.23800000000000002,0.5,7.8,34.5,22.0,33.9,1.5,2.9,13.1,37.4,5.6,4.8,10.4,0.282,7.4,4.1,11.5,6.0
12,Kostas Antetokounmpo,22,LAL,3,5,8.6,,,,0.0,21.3,10.9,22.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.136,1.2,3.1,4.3,0.0
13,Thanasis Antetokounmpo,27,MIL,18,93,14.2,0.528,0.19399999999999998,0.41700000000000004,12.4,8.0,10.1,13.8,2.9,1.9,20.5,23.8,0.0,0.2,0.2,0.083,-4.0,1.7,-2.3,0.0
14,Carmelo Anthony,35,POR,50,1623,12.2,0.517,0.28600000000000003,0.19699999999999998,4.0,15.8,10.0,7.0,1.2,1.2,10.5,21.6,0.1,0.9,1.0,0.028999999999999998,-1.9,-1.8,-3.7,-0.7
15,OG Anunoby,22,TOR,63,1897,13.2,0.598,0.408,0.163,4.2,14.6,9.5,7.5,2.2,2.1,11.7,14.4,1.8,3.3,5.1,0.13,-0.9,1.8,0.9,1.4
16,Ryan Arcidiacono,25,CHI,58,930,9.0,0.551,0.627,0.17300000000000001,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.07,-2.7,-0.1,-2.8,-0.2
17,Trevor Ariza,34,TOT,53,1493,11.0,0.593,0.639,0.228,2.5,15.6,9.0,8.1,2.2,0.9,13.6,11.9,1.3,1.3,2.6,0.084,-1.5,0.9,-0.5,0.6
20,D.J. Augustin,32,ORL,49,1215,14.2,0.5479999999999999,0.43799999999999994,0.395,1.5,8.3,4.8,26.7,1.2,0.1,12.9,19.1,1.8,0.8,2.6,0.10099999999999999,-0.3,-1.0,-1.4,0.2
21,Deandre Ayton,21,PHO,30,996,20.4,0.5710000000000001,0.006,0.168,13.5,27.0,20.1,9.7,1.0,4.5,12.4,24.3,1.1,1.3,2.4,0.11699999999999999,0.8,-0.4,0.5,0.6
22,Dwayne Bacon,24,CHO,39,687,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8
23,Marvin Bagley III,20,SAC,13,334,15.7,0.512,0.132,0.18600000000000003,9.5,23.6,16.4,5.0,0.9,3.4,9.1,25.9,0.0,0.4,0.4,0.055,-2.1,-1.3,-3.4,-0.1
24,Lonzo Ball,22,NOP,56,1817,13.7,0.529,0.578,0.107,3.6,16.6,10.1,29.3,2.0,1.4,20.7,18.6,0.7,1.9,2.6,0.068,0.4,0.6,1.0,1.3
25,Mo Bamba,21,ORL,60,868,17.8,0.5489999999999999,0.369,0.163,11.7,25.7,18.5,7.3,1.2,8.9,12.2,17.2,0.9,1.7,2.5,0.14,-1.1,1.7,0.5,0.6
26,J.J. Barea,35,DAL,26,391,14.9,0.519,0.425,0.10099999999999999,2.7,10.0,6.4,37.7,0.5,0.4,15.8,24.3,0.5,0.2,0.7,0.084,1.8,-2.7,-1.0,0.1
27,Harrison Barnes,27,SAC,64,2231,13.3,0.575,0.342,0.34299999999999997,3.0,12.7,7.7,9.9,0.8,0.4,8.9,17.6,3.1,1.1,4.2,0.091,0.0,-1.2,-1.2,0.5
28,RJ Barrett,19,NYK,56,1704,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.8,-1.5,-4.3,-1.0
29,Will Barton,29,DEN,58,1916,15.7,0.5489999999999999,0.39,0.18,4.4,16.8,10.6,16.0,1.6,1.4,9.9,20.0,2.4,2.1,4.5,0.113,1.2,-0.1,1.2,1.5
30,Keita Bates-Diop,24,TOT,39,665,12.6,0.541,0.452,0.332,3.2,15.0,8.9,6.5,1.2,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,-0.1,-0.8,0.2
33,Nicolas Batum,31,CHO,22,505,9.2,0.46299999999999997,0.605,0.12300000000000001,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.7,0.9,-1.9,0.0
34,Aron Baynes,33,PHO,42,934,15.1,0.581,0.441,0.19699999999999998,8.3,20.2,14.1,11.0,0.5,2.2,10.8,21.1,1.3,0.7,2.0,0.10300000000000001,-0.2,-0.9,-1.1,0.2
35,Kent Bazemore,30,TOT,64,1604,9.2,0.5,0.461,0.287,1.6,16.9,9.2,7.1,2.1,2.1,13.2,17.2,-0.8,1.5,0.7,0.02,-3.4,0.4,-3.0,-0.4
38,Darius Bazley,19,OKC,53,909,8.1,0.475,0.435,0.204,2.7,20.7,12.0,4.3,1.1,3.3,13.8,14.1,-0.8,1.2,0.4,0.019,-3.1,0.6,-2.5,-0.1
39,Bradley Beal,26,WAS,57,2053,23.1,0.579,0.369,0.35100000000000003,2.7,10.6,6.5,29.1,1.6,1.0,11.4,34.4,4.6,0.5,5.1,0.11900000000000001,5.3,-2.4,2.9,2.5
40,Malik Beasley,23,TOT,55,1209,12.7,0.546,0.517,0.124,1.6,11.9,6.6,9.4,1.6,0.6,9.2,21.8,0.4,0.9,1.3,0.053,-0.7,-1.3,-2.0,0.0
43,Marco Belinelli,33,SAS,52,779,10.2,0.521,0.5720000000000001,0.151,0.6,11.9,6.2,11.3,0.6,0.1,5.2,17.0,0.4,0.1,0.6,0.035,-1.0,-1.9,-2.9,-0.2
44,Jordan Bell,25,TOT,29,256,13.9,0.5770000000000001,0.179,0.46299999999999997,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0
47,DeAndre' Bembry,25,ATL,43,915,9.6,0.5,0.285,0.21100000000000002,4.0,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.7,0.2,0.011000000000000001,-3.5,1.0,-2.4,-0.1
48,Dragan Bender,22,TOT,16,286,11.0,0.545,0.467,0.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,0.0,0.3,0.3,0.053,-3.0,0.1,-2.9,-0.1
51,Dāvis Bertāns,27,WAS,54,1583,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.3,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.106,2.7,-1.8,0.9,1.1
52,Patrick Beverley,31,LAC,48,1299,12.3,0.5539999999999999,0.609,0.126,4.6,15.7,10.3,18.2,1.9,1.7,15.7,13.0,1.4,2.0,3.4,0.126,-0.5,2.6,2.1,1.3
53,Khem Birch,27,ORL,40,777,10.1,0.529,0.009000000000000001,0.583,9.3,15.7,12.4,6.1,1.0,2.4,13.7,9.3,0.7,0.8,1.5,0.092,-3.3,0.3,-3.0,-0.2
54,Goga Bitadze,20,IND,49,410,12.2,0.53,0.27899999999999997,0.256,6.0,19.8,12.9,7.1,0.7,6.9,14.8,18.1,-0.1,0.7,0.6,0.069,-4.0,1.5,-2.5,0.0
55,Bismack Biyombo,27,CHO,53,1029,16.1,0.57,0.0,0.5429999999999999,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1
56,Nemanja Bjelica,31,SAC,64,1821,15.6,0.597,0.488,0.121,6.5,19.4,12.8,14.6,1.4,1.7,12.6,17.4,3.0,1.7,4.7,0.125,1.2,0.4,1.6,1.7
57,Eric Bledsoe,30,MIL,56,1524,18.1,0.579,0.304,0.292,2.8,13.3,8.4,28.5,1.6,1.4,15.8,24.0,2.4,2.9,5.3,0.168,1.1,1.1,2.2,1.6
58,Bogdan Bogdanović,27,SAC,53,1510,14.3,0.56,0.595,0.16399999999999998,1.2,11.8,6.4,17.2,1.7,0.9,11.5,22.3,1.2,1.1,2.4,0.075,0.7,-0.3,0.4,0.9
59,Bojan Bogdanović,30,UTA,63,2083,15.7,0.603,0.489,0.29600000000000004,2.2,11.1,6.8,9.9,0.8,0.3,13.1,25.6,2.7,1.6,4.3,0.099,1.6,-1.5,0.2,1.1
60,Jonah Bolden,24,TOT,7,47,4.9,0.392,0.364,0.364,7.0,14.4,10.6,0.0,3.0,3.7,13.6,13.4,-0.1,0.1,0.0,-0.008,-8.8,-0.1,-8.9,-0.1
63,Marques Bolden,21,CLE,1,3,19.8,,,,0.0,74.7,37.0,0.0,16.2,0.0,,0.0,0.0,0.0,0.0,0.282,-5.8,11.3,5.5,0.0
64,Jordan Bone,22,DET,10,53,0.8,0.3,0.5,0.0,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,-0.1,0.0,-0.1,-0.11800000000000001,-9.0,-2.9,-11.9,-0.1
65,Isaac Bonga,20,WAS,58,1025,10.7,0.627,0.299,0.348,6.3,13.6,9.8,7.7,1.7,1.8,16.2,10.3,1.3,0.4,1.7,0.081,-2.4,0.0,-2.4,-0.1
66,Devin Booker,23,PHO,62,2241,19.8,0.617,0.313,0.395,1.3,11.7,6.4,30.2,1.0,0.6,15.7,29.5,4.8,1.2,6.0,0.129,3.1,-1.4,1.7,2.1
67,Chris Boucher,27,TOR,55,724,19.8,0.57,0.381,0.396,14.0,21.1,17.7,4.7,1.3,7.1,7.0,19.4,1.7,1.5,3.2,0.214,0.4,1.0,1.4,0.6
68,Brian Bowen,21,IND,5,29,-2.0,0.222,0.222,0.0,3.8,22.7,13.3,0.0,0.0,3.0,10.0,15.2,-0.1,0.0,-0.1,-0.154,-9.7,-2.1,-11.8,-0.1
69,Ky Bowman,22,GSW,45,1015,9.2,0.494,0.33299999999999996,0.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4.0,-0.3,-4.3,-0.6
70,Avery Bradley,29,LAL,49,1186,8.9,0.537,0.452,0.063,1.7,8.7,5.3,7.1,1.7,0.4,10.7,15.7,0.2,1.4,1.6,0.066,-2.9,0.5,-2.4,-0.1
71,Tony Bradley,22,UTA,50,535,21.8,0.675,0.006,0.258,19.3,24.7,22.1,4.9,1.1,3.9,11.8,16.1,1.8,0.9,2.7,0.242,0.9,0.4,1.3,0.4
72,Jarrell Brantley,23,UTA,5,13,2.7,,,,0.0,40.3,21.1,9.2,0.0,12.8,100.0,6.8,0.0,0.0,0.0,-0.053,-8.6,5.9,-2.7,0.0
73,Ignas Brazdeikis,21,NYK,9,53,3.3,0.35100000000000003,0.409,0.22699999999999998,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.109,-5.0,-3.9,-8.9,-0.1
74,Mikal Bridges,23,PHO,65,1772,13.0,0.623,0.391,0.258,3.6,12.8,8.1,8.9,2.5,1.9,12.5,12.4,2.2,1.9,4.1,0.111,-0.7,1.5,0.8,1.3
75,Miles Bridges,21,CHO,65,1995,12.1,0.52,0.39799999999999996,0.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,0.038,-1.5,-1.0,-2.5,-0.3
76,Oshae Brissett,21,TOR,19,135,6.7,0.45799999999999996,0.41700000000000004,0.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,-0.1,0.2,0.1,0.042,-5.7,0.3,-5.4,-0.1
77,Ryan Broekhoff,29,DAL,17,180,13.1,0.568,0.8640000000000001,0.136,3.0,21.7,12.5,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.11599999999999999,0.4,0.4,0.9,0.1
78,Malcolm Brogdon,27,IND,48,1472,17.8,0.537,0.29600000000000004,0.24600000000000002,3.0,13.8,8.5,34.5,1.1,0.5,13.6,25.2,2.0,1.4,3.5,0.113,2.2,-0.5,1.7,1.4
79,Dillon Brooks,24,MEM,65,1851,11.1,0.508,0.387,0.192,3.5,8.4,6.0,10.0,1.4,1.2,9.7,25.0,-0.3,1.3,1.0,0.025,-2.8,-1.5,-4.3,-1.1
80,Bruce Brown,23,DET,58,1634,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.8,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3
81,Charlie Brown,22,ATL,10,40,11.1,0.47200000000000003,0.474,0.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,0.0,0.0,0.0,-0.027999999999999997,-1.1,-1.4,-2.5,0.0
82,Jaylen Brown,23,BOS,50,1702,17.1,0.589,0.364,0.28,3.4,16.5,10.0,10.2,1.6,0.9,11.8,24.7,2.1,2.3,4.5,0.126,1.0,-0.1,0.9,1.2
83,Moses Brown,20,POR,9,33,6.7,0.40700000000000003,0.0,0.8,9.6,34.0,22.0,4.1,1.4,2.6,18.2,21.2,-0.1,0.0,0.0,-0.062,-8.2,-1.7,-9.9,-0.1
84,Sterling Brown,24,MIL,45,665,9.3,0.478,0.523,0.161,4.4,19.2,12.3,8.8,1.5,0.9,13.4,16.7,-0.4,1.3,1.0,0.071,-3.1,1.0,-2.0,0.0
85,Troy Brown Jr.,20,WAS,61,1519,13.7,0.534,0.287,0.225,4.4,19.6,11.7,13.0,2.3,0.3,10.5,17.0,1.2,0.9,2.2,0.069,-0.8,-0.4,-1.3,0.3
86,Jalen Brunson,23,DAL,57,1022,15.0,0.5529999999999999,0.309,0.193,2.3,11.3,6.9,26.9,1.0,0.3,13.6,20.4,1.6,0.7,2.3,0.10800000000000001,0.1,-0.9,-0.8,0.3
87,Thomas Bryant,22,WAS,38,901,20.0,0.659,0.17600000000000002,0.309,8.8,23.4,15.8,11.9,0.7,3.2,12.1,18.3,2.4,0.5,2.9,0.153,2.1,-1.2,0.9,0.7
88,Reggie Bullock,28,NYK,29,684,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036000000000000004,-2.7,-0.3,-3.0,-0.2
89,Trey Burke,27,PHI,25,329,15.4,0.545,0.299,0.142,5.0,6.7,5.9,24.2,1.0,0.3,8.2,19.3,0.6,0.2,0.9,0.129,0.7,-1.1,-0.5,0.1
90,Alec Burks,28,TOT,59,1612,16.0,0.5489999999999999,0.389,0.358,2.8,15.2,8.8,16.9,1.7,0.9,9.5,23.8,1.9,1.1,2.9,0.08800000000000001,0.6,-0.7,-0.2,0.7
93,Deonte Burton,26,OKC,34,284,5.9,0.426,0.43799999999999994,0.114,2.4,15.9,9.4,5.6,0.9,3.0,11.3,19.3,-0.6,0.3,-0.3,-0.046,-5.5,-0.4,-5.8,-0.3
94,Jimmy Butler,30,MIA,54,1851,23.4,0.583,0.162,0.679,6.2,15.2,10.9,28.1,2.4,1.6,11.2,25.2,6.0,2.5,8.5,0.21899999999999997,4.0,1.3,5.2,3.4
95,Bruno Caboclo,24,TOT,27,220,13.4,0.455,0.364,0.065,10.6,14.5,12.6,7.4,2.5,6.3,10.2,16.7,0.0,0.4,0.3,0.07,-2.5,1.1,-1.4,0.0
98,Kentavious Caldwell-Pope,26,LAL,63,1603,11.6,0.5920000000000001,0.474,0.204,2.6,6.3,4.5,8.7,1.6,0.7,9.8,14.8,2.0,1.8,3.8,0.114,-0.8,0.5,-0.3,0.7
99,Vlatko Čančar,22,DEN,14,45,11.4,0.507,0.4,0.267,12.4,12.4,12.4,9.1,1.1,2.0,15.2,19.1,0.0,0.0,0.1,0.069,-3.5,-1.1,-4.5,0.0
100,Clint Capela,25,HOU,39,1279,20.7,0.626,0.0,0.268,13.7,30.5,22.0,5.7,1.2,4.8,12.7,16.0,2.9,2.1,5.0,0.18600000000000003,1.1,0.4,1.5,1.1
101,DeMarre Carroll,33,TOT,21,231,8.5,0.523,0.5,0.667,5.1,16.7,10.9,10.1,0.8,1.5,18.6,15.8,0.0,0.1,0.1,0.026000000000000002,-3.4,-1.1,-4.5,-0.1
104,Jevon Carter,24,PHO,50,754,10.4,0.535,0.5710000000000001,0.122,3.6,11.0,7.2,11.7,2.4,1.5,12.6,13.9,0.3,0.7,1.1,0.068,-1.6,1.0,-0.6,0.3
105,Vince Carter,43,ATL,60,876,7.6,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011000000000000001,-3.1,-1.2,-4.3,-0.5
106,Wendell Carter Jr.,20,CHI,43,1256,15.5,0.59,0.085,0.44299999999999995,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1
107,Michael Carter-Williams,28,ORL,42,773,15.7,0.539,0.281,0.36,5.9,13.8,9.7,19.4,2.8,2.3,14.6,18.4,0.7,1.1,1.9,0.11599999999999999,-1.3,1.7,0.4,0.5
108,Alex Caruso,25,LAL,58,1032,11.0,0.5379999999999999,0.41200000000000003,0.292,1.5,10.1,5.9,12.6,2.8,1.4,13.6,13.9,0.6,1.6,2.2,0.10300000000000001,-2.4,2.4,0.1,0.5
109,Willie Cauley-Stein,26,TOT,54,1097,17.0,0.589,0.003,0.21899999999999997,8.0,23.2,15.5,9.9,2.1,4.9,10.8,14.4,1.5,1.5,3.0,0.129,-1.2,1.7,0.5,0.7
112,Tyson Chandler,37,HOU,26,219,10.8,0.7170000000000001,0.0,0.722,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.13,-2.5,1.1,-1.4,0.0
113,Wilson Chandler,32,BRK,35,734,7.4,0.531,0.6609999999999999,0.126,1.6,18.3,10.2,7.4,1.0,1.4,15.0,13.0,-0.1,0.9,0.8,0.05,-3.9,1.0,-2.9,-0.2
114,Joe Chealey,24,CHO,4,33,-2.8,0.127,0.5710000000000001,0.28600000000000003,0.0,0.0,0.0,3.9,6.1,0.0,20.2,13.2,-0.2,0.0,-0.1,-0.18899999999999997,-14.3,1.7,-12.6,-0.1
115,Zylan Cheatham,24,NOP,3,31,0.1,0.4,0.2,0.0,3.4,17.1,10.2,7.9,0.0,2.7,37.5,10.5,-0.1,0.0,-0.1,-0.08,-10.2,0.1,-10.2,-0.1
116,Chris Chiozza,24,TOT,21,249,12.9,0.526,0.519,0.025,2.5,12.5,7.4,26.7,2.8,0.7,17.5,16.2,0.1,0.3,0.4,0.077,-0.8,1.6,0.8,0.2
119,Marquese Chriss,22,GSW,59,1196,19.4,0.604,0.10099999999999999,0.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,2.1,1.3,3.4,0.136,0.1,0.5,0.6,0.8
120,Gary Clark,25,TOT,35,425,10.3,0.534,0.851,0.08900000000000001,6.6,14.8,10.6,4.7,0.6,2.9,4.5,10.9,0.5,0.4,0.9,0.098,-1.1,-1.1,-2.2,0.0
123,Brandon Clarke,23,MEM,50,1086,21.8,0.67,0.127,0.228,7.7,20.3,14.1,10.1,1.1,3.3,9.3,19.0,3.1,1.3,4.4,0.192,2.8,0.7,3.5,1.5
124,Jordan Clarkson,27,TOT,63,1527,17.9,0.583,0.469,0.193,3.5,8.5,6.0,13.4,1.4,0.8,9.1,25.5,2.6,0.9,3.5,0.11,2.7,-1.1,1.6,1.4
127,Nicolas Claxton,20,BRK,15,187,14.9,0.5770000000000001,0.146,0.43799999999999994,10.7,13.4,12.1,12.6,0.3,3.5,13.6,14.8,0.3,0.2,0.5,0.124,-0.7,0.0,-0.7,0.1
128,Chris Clemons,22,HOU,29,251,12.6,0.546,0.746,0.055999999999999994,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24.0,0.1,0.2,0.2,0.046,0.4,-1.7,-1.3,0.1
129,Antonius Cleveland,25,DAL,6,22,2.9,0.363,0.16699999999999998,0.33299999999999996,0.0,14.0,7.1,0.0,2.2,3.9,12.7,15.3,-0.1,0.0,0.0,-0.07400000000000001,-8.9,0.7,-8.3,0.0
