Player,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,City,State,2019-20
Bam Adebayo,22,MIA,65,2235,20.6,0.606,0.018000000000000002,0.47600000000000003,8.7,25.0,17.2,23.6,1.7,3.8,17.5,20.8,4.6,3.6,8.1,0.175,1.6,2.1,3.6,3.2,Newark,New Jersey,3454080
LaMarcus Aldridge,34,SAS,53,1754,19.8,0.5710000000000001,0.198,0.24100000000000002,6.3,17.8,12.0,11.4,1.0,4.4,7.8,23.6,3.1,1.4,4.4,0.122,1.8,-0.5,1.3,1.5,Dallas,Texas,26000000
Grayson Allen,24,MEM,30,498,11.4,0.5770000000000001,0.517,0.19899999999999998,1.1,12.6,7.0,11.8,0.6,0.2,10.7,17.9,0.5,0.3,0.7,0.07,-1.0,-1.5,-2.6,-0.1,Jacksonville,Florida,2429400
Jarrett Allen,21,BRK,64,1647,20.3,0.6579999999999999,0.012,0.574,12.5,25.0,18.9,7.8,1.1,4.3,12.2,15.0,4.3,2.8,7.1,0.207,1.0,1.1,2.1,1.7,Austin,Texas,2376840
Al-Farouq Aminu,29,ORL,18,380,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.016,-4.5,1.4,-3.1,-0.1,Atlanta,Georgia,9258000
Justin Anderson,26,BRK,3,17,-3.8,0.218,0.5,0.33299999999999996,0.0,11.8,6.1,0.0,0.0,4.9,0.0,16.9,-0.1,0.0,-0.1,-0.16699999999999998,-12.8,-2.3,-15.1,-0.1,Montross,Virginia,98144
Kyle Anderson,26,MEM,59,1140,13.0,0.542,0.221,0.23600000000000002,5.1,18.3,11.8,15.1,1.9,2.4,15.1,13.3,0.9,1.4,2.2,0.095,-1.3,1.9,0.6,0.7,Fairview,New Jersey,9073050
Ryan Anderson,31,HOU,2,14,9.5,0.35700000000000004,0.7140000000000001,0.0,0.0,52.8,26.2,20.1,3.3,0.0,12.5,23.6,0.0,0.0,0.0,-0.031,-4.1,0.7,-3.4,0.0,Sacramento,California,5214583
Carmelo Anthony,35,POR,50,1623,12.2,0.517,0.28600000000000003,0.19699999999999998,4.0,15.8,10.0,7.0,1.2,1.2,10.5,21.6,0.1,0.9,1.0,0.028999999999999998,-1.9,-1.8,-3.7,-0.7,Brooklyn,New York,2159029
Ryan Arcidiacono,25,CHI,58,930,9.0,0.551,0.627,0.17300000000000001,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.07,-2.7,-0.1,-2.8,-0.2,Langhorne,Pennsylvania,3000000
Trevor Ariza,34,TOT,53,1493,11.0,0.593,0.639,0.228,2.5,15.6,9.0,8.1,2.2,0.9,13.6,11.9,1.3,1.3,2.6,0.084,-1.5,0.9,-0.5,0.6,Miami,Florida,12200000
D.J. Augustin,32,ORL,49,1215,14.2,0.5479999999999999,0.43799999999999994,0.395,1.5,8.3,4.8,26.7,1.2,0.1,12.9,19.1,1.8,0.8,2.6,0.10099999999999999,-0.3,-1.0,-1.4,0.2,New Orleans,Louisiana,7250000
Dwayne Bacon,24,CHO,39,687,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,Lakeland,Florida,1618520
Marvin Bagley III,20,SAC,13,334,15.7,0.512,0.132,0.18600000000000003,9.5,23.6,16.4,5.0,0.9,3.4,9.1,25.9,0.0,0.4,0.4,0.055,-2.1,-1.3,-3.4,-0.1,Tempe,Arizona,8556120
Lonzo Ball,22,NOP,56,1817,13.7,0.529,0.578,0.107,3.6,16.6,10.1,29.3,2.0,1.4,20.7,18.6,0.7,1.9,2.6,0.068,0.4,0.6,1.0,1.3,Anaheim,California,8719320
Mo Bamba,21,ORL,60,868,17.8,0.5489999999999999,0.369,0.163,11.7,25.7,18.5,7.3,1.2,8.9,12.2,17.2,0.9,1.7,2.5,0.14,-1.1,1.7,0.5,0.6,Harlem,New York,5697600
Harrison Barnes,27,SAC,64,2231,13.3,0.575,0.342,0.34299999999999997,3.0,12.7,7.7,9.9,0.8,0.4,8.9,17.6,3.1,1.1,4.2,0.091,0.0,-1.2,-1.2,0.5,Ames,Iowa,24147727
Will Barton,29,DEN,58,1916,15.7,0.5489999999999999,0.39,0.18,4.4,16.8,10.6,16.0,1.6,1.4,9.9,20.0,2.4,2.1,4.5,0.113,1.2,-0.1,1.2,1.5,Baltimore,Maryland,12960000
Keita Bates-Diop,24,TOT,39,665,12.6,0.541,0.452,0.332,3.2,15.0,8.9,6.5,1.2,2.6,5.5,15.6,0.6,0.5,1.1,0.081,-0.8,-0.1,-0.8,0.2,Bloomington,Illinois,1416852
Darius Bazley,19,OKC,53,909,8.1,0.475,0.435,0.204,2.7,20.7,12.0,4.3,1.1,3.3,13.8,14.1,-0.8,1.2,0.4,0.019,-3.1,0.6,-2.5,-0.1,Boston,Massachusetts,2284800
Bradley Beal,26,WAS,57,2053,23.1,0.579,0.369,0.35100000000000003,2.7,10.6,6.5,29.1,1.6,1.0,11.4,34.4,4.6,0.5,5.1,0.11900000000000001,5.3,-2.4,2.9,2.5,St. Louis,Missouri,27093019
Malik Beasley,23,TOT,55,1209,12.7,0.546,0.517,0.124,1.6,11.9,6.6,9.4,1.6,0.6,9.2,21.8,0.4,0.9,1.3,0.053,-0.7,-1.3,-2.0,0.0,Atlanta,Georgia,2731714
Jordan Bell,25,TOT,29,256,13.9,0.5770000000000001,0.179,0.46299999999999997,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0.0,Los Angeles,California,1620564
Patrick Beverley,31,LAC,48,1299,12.3,0.5539999999999999,0.609,0.126,4.6,15.7,10.3,18.2,1.9,1.7,15.7,13.0,1.4,2.0,3.4,0.126,-0.5,2.6,2.1,1.3,Chicago,Illinois,12345679
Eric Bledsoe,30,MIL,56,1524,18.1,0.579,0.304,0.292,2.8,13.3,8.4,28.5,1.6,1.4,15.8,24.0,2.4,2.9,5.3,0.168,1.1,1.1,2.2,1.6,Birmingham,Alabama,15625000
Marques Bolden,21,CLE,1,3,19.8,0.0,0.0,0.0,0.0,74.7,37.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.282,-5.8,11.3,5.5,0.0,Dallas,Texas,50752
Devin Booker,23,PHO,62,2241,19.8,0.617,0.313,0.395,1.3,11.7,6.4,30.2,1.0,0.6,15.7,29.5,4.8,1.2,6.0,0.129,3.1,-1.4,1.7,2.1,Grand Rapids,Michigan,27250000
Avery Bradley,29,LAL,49,1186,8.9,0.537,0.452,0.063,1.7,8.7,5.3,7.1,1.7,0.4,10.7,15.7,0.2,1.4,1.6,0.066,-2.9,0.5,-2.4,-0.1,Tacoma,Washington,4767000
Tony Bradley,22,UTA,50,535,21.8,0.675,0.006,0.258,19.3,24.7,22.1,4.9,1.1,3.9,11.8,16.1,1.8,0.9,2.7,0.242,0.9,0.4,1.3,0.4,Bartow,Florida,1962360
Mikal Bridges,23,PHO,65,1772,13.0,0.623,0.391,0.258,3.6,12.8,8.1,8.9,2.5,1.9,12.5,12.4,2.2,1.9,4.1,0.111,-0.7,1.5,0.8,1.3,Philadelphia,Pennsylvania,4161000
Miles Bridges,21,CHO,65,1995,12.1,0.52,0.39799999999999996,0.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,0.038,-1.5,-1.0,-2.5,-0.3,Flint,Michigan,3755400
Malcolm Brogdon,27,IND,48,1472,17.8,0.537,0.29600000000000004,0.24600000000000002,3.0,13.8,8.5,34.5,1.1,0.5,13.6,25.2,2.0,1.4,3.5,0.113,2.2,-0.5,1.7,1.4,Atlanta,Georgia,20000000
Bruce Brown,23,DET,58,1634,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.8,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,Boston,Massachusetts,1416852
Jaylen Brown,23,BOS,50,1702,17.1,0.589,0.364,0.28,3.4,16.5,10.0,10.2,1.6,0.9,11.8,24.7,2.1,2.3,4.5,0.126,1.0,-0.1,0.9,1.2,Marietta,Georgia,6534829
Sterling Brown,24,MIL,45,665,9.3,0.478,0.523,0.161,4.4,19.2,12.3,8.8,1.5,0.9,13.4,16.7,-0.4,1.3,1.0,0.071,-3.1,1.0,-2.0,0.0,Maywood,Illinois,1618520
Troy Brown Jr.,20,WAS,61,1519,13.7,0.534,0.287,0.225,4.4,19.6,11.7,13.0,2.3,0.3,10.5,17.0,1.2,0.9,2.2,0.069,-0.8,-0.4,-1.3,0.3,Las Vegas,Nevada,3219480
Jalen Brunson,23,DAL,57,1022,15.0,0.5529999999999999,0.309,0.193,2.3,11.3,6.9,26.9,1.0,0.3,13.6,20.4,1.6,0.7,2.3,0.10800000000000001,0.1,-0.9,-0.8,0.3,New Brunswick,New Jersey,1416582
Thomas Bryant,22,WAS,38,901,20.0,0.659,0.17600000000000002,0.309,8.8,23.4,15.8,11.9,0.7,3.2,12.1,18.3,2.4,0.5,2.9,0.153,2.1,-1.2,0.9,0.7,Rochester,New York,7936508
Reggie Bullock,28,NYK,29,684,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036000000000000004,-2.7,-0.3,-3.0,-0.2,Baltimore,Maryland,4000000
Trey Burke,27,PHI,25,329,15.4,0.545,0.299,0.142,5.0,6.7,5.9,24.2,1.0,0.3,8.2,19.3,0.6,0.2,0.9,0.129,0.7,-1.1,-0.5,0.1,Columbus,Ohio,2028594
Alec Burks,28,TOT,59,1612,16.0,0.5489999999999999,0.389,0.358,2.8,15.2,8.8,16.9,1.7,0.9,9.5,23.8,1.9,1.1,2.9,0.08800000000000001,0.6,-0.7,-0.2,0.7,Grandview,Missouri,2320044
Deonte Burton,26,OKC,34,284,5.9,0.426,0.43799999999999994,0.114,2.4,15.9,9.4,5.6,0.9,3.0,11.3,19.3,-0.6,0.3,-0.3,-0.046,-5.5,-0.4,-5.8,-0.3,Milwaukee,Wisconsin,1416852
Jimmy Butler,30,MIA,54,1851,23.4,0.583,0.162,0.679,6.2,15.2,10.9,28.1,2.4,1.6,11.2,25.2,6.0,2.5,8.5,0.21899999999999997,4.0,1.3,5.2,3.4,Houston,Texas,32742000
Kentavious Caldwell-Pope,26,LAL,63,1603,11.6,0.5920000000000001,0.474,0.204,2.6,6.3,4.5,8.7,1.6,0.7,9.8,14.8,2.0,1.8,3.8,0.114,-0.8,0.5,-0.3,0.7,Thomaston,Georgia,8089282
DeMarre Carroll,33,TOT,21,231,8.5,0.523,0.5,0.667,5.1,16.7,10.9,10.1,0.8,1.5,18.6,15.8,0.0,0.1,0.1,0.026000000000000002,-3.4,-1.1,-4.5,-0.1,Birmingham,Alabama,6842307
Jevon Carter,24,PHO,50,754,10.4,0.535,0.5710000000000001,0.122,3.6,11.0,7.2,11.7,2.4,1.5,12.6,13.9,0.3,0.7,1.1,0.068,-1.6,1.0,-0.6,0.3,Maywood,Illinois,1416852
Vince Carter,43,ATL,60,876,7.6,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011000000000000001,-3.1,-1.2,-4.3,-0.5,Daytona Beach,Florida,2564753
Wendell Carter Jr.,20,CHI,43,1256,15.5,0.59,0.085,0.44299999999999995,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1,Atlanta,Georgia,5201400
Michael Carter-Williams,28,ORL,42,773,15.7,0.539,0.281,0.36,5.9,13.8,9.7,19.4,2.8,2.3,14.6,18.4,0.7,1.1,1.9,0.11599999999999999,-1.3,1.7,0.4,0.5,Hamilton,Massachusetts,2028594
Alex Caruso,25,LAL,58,1032,11.0,0.5379999999999999,0.41200000000000003,0.292,1.5,10.1,5.9,12.6,2.8,1.4,13.6,13.9,0.6,1.6,2.2,0.10300000000000001,-2.4,2.4,0.1,0.5,College Station,Texas,2750000
Willie Cauley-Stein,26,TOT,54,1097,17.0,0.589,0.003,0.21899999999999997,8.0,23.2,15.5,9.9,2.1,4.9,10.8,14.4,1.5,1.5,3.0,0.129,-1.2,1.7,0.5,0.7,Spearville,Kansas,2177483
Tyson Chandler,37,HOU,26,219,10.8,0.7170000000000001,0.0,0.722,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.13,-2.5,1.1,-1.4,0.0,Hanford,California,2564753
Wilson Chandler,32,BRK,35,734,7.4,0.531,0.6609999999999999,0.126,1.6,18.3,10.2,7.4,1.0,1.4,15.0,13.0,-0.1,0.9,0.8,0.05,-3.9,1.0,-2.9,-0.2,Benton Harbor,Michigan,2564753
Joe Chealey,24,CHO,4,33,-2.8,0.127,0.5710000000000001,0.28600000000000003,0.0,0.0,0.0,3.9,6.1,0.0,20.2,13.2,-0.2,0.0,-0.1,-0.18899999999999997,-14.3,1.7,-12.6,-0.1,Orlando,Florida,163356
Marquese Chriss,22,GSW,59,1196,19.4,0.604,0.10099999999999999,0.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,2.1,1.3,3.4,0.136,0.1,0.5,0.6,0.8,Sacramento,California,758804
Jordan Clarkson,27,TOT,63,1527,17.9,0.583,0.469,0.193,3.5,8.5,6.0,13.4,1.4,0.8,9.1,25.5,2.6,0.9,3.5,0.11,2.7,-1.1,1.6,1.4,Tampa,Florida,13437500
Nicolas Claxton,20,BRK,15,187,14.9,0.5770000000000001,0.146,0.43799999999999994,10.7,13.4,12.1,12.6,0.3,3.5,13.6,14.8,0.3,0.2,0.5,0.124,-0.7,0.0,-0.7,0.1,Greenville,South Carolina,898310
Zach Collins,22,POR,3,86,9.0,0.624,0.368,0.316,4.9,9.5,7.2,9.1,0.0,2.0,21.7,13.6,0.1,0.0,0.1,0.045,-1.1,-0.7,-1.7,0.0,Las Vegas,Nevada,4240200
Mike Conley,32,UTA,41,1171,13.7,0.527,0.43799999999999994,0.24100000000000002,2.7,9.5,6.2,22.8,1.3,0.3,12.4,23.0,1.0,1.0,2.1,0.085,0.4,-0.4,0.0,0.6,Fayetteville,Arkansas,32511623
Pat Connaughton,27,MIL,61,1119,11.2,0.5579999999999999,0.525,0.138,5.3,16.9,11.4,10.6,0.8,2.3,14.5,11.9,0.9,2.1,3.0,0.13,-1.1,1.6,0.5,0.7,Arlington,Massachusetts,1723050
Quinn Cook,26,LAL,38,409,10.5,0.517,0.382,0.052000000000000005,1.9,8.6,5.3,13.9,1.3,0.2,12.4,20.8,-0.1,0.4,0.4,0.043,-2.3,-1.0,-3.3,-0.1,Washington,District of Columbia,3000000
Tyler Cook,22,CLE,11,35,23.8,0.752,0.0,0.6,12.6,19.2,15.9,4.5,1.4,0.0,7.3,16.7,0.2,0.0,0.2,0.244,3.0,-0.6,2.4,0.0,St. Louis,Missouri,101504
Robert Covington,29,TOT,62,1867,13.6,0.5710000000000001,0.654,0.16699999999999998,3.0,19.9,11.2,5.8,2.4,3.6,11.8,17.4,0.9,2.4,3.3,0.085,-1.0,1.1,0.1,1.0,Bellwood,Illinois,11301219
Allen Crabbe,27,TOT,37,653,6.0,0.47,0.672,0.079,1.8,11.0,6.3,6.8,1.1,0.5,8.5,12.7,-0.2,0.1,-0.1,-0.006999999999999999,-3.7,-1.5,-5.3,-0.5,Los Angeles,California,17818456
Torrey Craig,29,DEN,50,869,10.4,0.5589999999999999,0.524,0.149,6.1,13.8,10.0,5.2,1.0,3.4,9.0,12.2,0.8,0.9,1.7,0.095,-2.4,0.1,-2.3,-0.1,Columbia,South Carolina,2100000
Jae Crowder,29,TOT,58,1695,12.1,0.532,0.6920000000000001,0.23600000000000002,3.1,18.7,11.1,11.7,1.9,1.1,9.9,15.6,1.2,2.0,3.2,0.09,-0.9,0.3,-0.6,0.6,Villa Rica,Georgia,7815533
Jarrett Culver,20,MIN,63,1506,9.6,0.467,0.38799999999999996,0.20600000000000002,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-1.2,1.1,-0.1,-0.004,-3.2,-0.8,-4.0,-0.8,Dallas,Texas,5813640
Stephen Curry,31,GSW,5,139,21.7,0.557,0.598,0.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.2,0.1,0.3,0.10400000000000001,4.5,-0.6,3.9,0.2,Akron,Ohio,40231758
Troy Daniels,28,TOT,42,457,8.9,0.524,0.711,0.10099999999999999,2.9,7.9,5.5,4.1,0.8,0.6,5.1,16.2,0.2,0.4,0.7,0.07,-1.2,-1.0,-2.2,0.0,Roanoke,Virginia,2028594
Anthony Davis,26,LAL,55,1889,28.2,0.614,0.195,0.46,7.3,22.1,14.9,14.6,2.1,6.2,10.1,29.7,6.2,4.1,10.3,0.262,5.8,2.8,8.5,5.0,Chicago,Illinois,27093019
Ed Davis,30,UTA,25,268,7.3,0.425,0.0,0.324,12.4,25.8,19.4,3.8,1.8,2.8,25.1,8.5,-0.1,0.5,0.4,0.07400000000000001,-5.5,1.7,-3.9,-0.1,Washington,District of Columbia,4767000
Terence Davis,22,TOR,64,1087,14.5,0.598,0.568,0.133,4.6,16.3,10.5,14.6,1.4,1.1,13.6,18.9,1.4,1.6,3.0,0.133,0.7,0.6,1.3,0.9,Southaven,Mississippi,898310
Dewayne Dedmon,30,TOT,44,774,9.4,0.473,0.42,0.141,8.5,27.7,17.9,4.1,1.5,4.8,17.4,18.2,-1.0,1.1,0.1,0.006,-5.8,0.0,-5.8,-0.7,Lancaster,California,13333334
DeMar DeRozan,30,SAS,61,2091,21.3,0.597,0.031,0.419,2.0,15.7,8.9,26.0,1.4,0.6,11.5,26.6,5.1,1.1,6.2,0.14300000000000002,2.1,-0.5,1.6,1.9,Compton,California,27739975
Hamidou Diallo,21,OKC,38,699,8.4,0.488,0.16,0.205,4.8,14.3,9.7,4.5,2.0,1.0,13.4,17.4,-0.6,0.8,0.2,0.013999999999999999,-5.0,0.3,-4.8,-0.5,Queens,New York,1416852
Spencer Dinwiddie,26,BRK,64,1994,17.9,0.541,0.392,0.43700000000000006,1.7,9.5,5.7,35.6,1.0,0.9,12.5,29.2,3.4,1.7,5.1,0.12300000000000001,2.6,-0.8,1.7,1.9,Los Angeles,California,10600000
Donte DiVincenzo,23,MIL,59,1362,15.0,0.57,0.489,0.17300000000000001,4.6,15.7,10.5,13.3,2.7,1.2,12.9,16.9,1.4,3.1,4.5,0.158,-0.6,2.7,2.1,1.4,Newark,Delaware,2905800
Damyean Dotson,25,NYK,48,836,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.3,0.9,0.053,-0.9,-0.5,-1.4,0.1,Houston,Texas,1618520
PJ Dozier,23,DEN,21,234,9.3,0.449,0.308,0.121,2.4,11.9,7.1,17.5,1.5,2.0,10.3,19.8,-0.1,0.2,0.1,0.019,-4.4,-0.8,-5.2,-0.2,Columbia,South Carolina,183115
Andre Drummond,26,TOT,57,1879,22.0,0.5529999999999999,0.045,0.375,14.9,37.5,26.0,13.6,2.8,4.2,18.2,25.9,0.7,3.6,4.3,0.109,-0.1,1.1,1.0,1.4,Mount Vernon,New York,27093019
Jared Dudley,34,LAL,40,311,7.4,0.57,0.68,0.04,1.8,13.0,7.5,7.4,1.8,0.8,10.5,7.7,0.2,0.4,0.7,0.10300000000000001,-2.7,2.0,-0.7,0.1,San Diego,California,2564753
Kris Dunn,25,CHI,51,1269,12.1,0.51,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,0.3,2.0,2.3,0.085,-3.7,3.1,-0.6,0.4,New London,Connecticut,5348007
Carsen Edwards,21,BOS,35,316,6.5,0.446,0.602,0.115,2.1,12.4,7.3,9.5,1.5,0.9,11.2,18.1,-0.3,0.4,0.1,0.012,-4.6,-0.3,-4.9,-0.2,Houston,Texas,1228026
Wayne Ellington,32,NYK,36,558,8.5,0.509,0.8220000000000001,0.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,0.035,-1.9,-1.0,-2.8,-0.1,Wynnewood,Pennsylvania,7804878
James Ennis,29,TOT,61,1053,11.5,0.557,0.473,0.265,6.3,14.5,10.4,7.2,1.3,1.6,11.6,15.2,0.9,1.2,2.1,0.096,-2.1,-0.3,-2.5,-0.1,Ventura,California,1882867
Derrick Favors,28,NOP,45,1089,19.0,0.624,0.023,0.203,14.1,29.0,21.5,9.8,1.1,3.4,13.3,14.4,2.4,1.4,3.8,0.168,0.8,0.4,1.2,0.9,Atlanta,Georgia,17650000
Terrance Ferguson,21,OKC,50,1170,4.1,0.504,0.779,0.095,2.3,4.6,3.5,5.0,1.1,1.2,12.6,9.0,-0.1,0.8,0.7,0.027000000000000003,-4.5,0.3,-4.1,-0.6,Tulsa,Oklahoma,2475840
Yogi Ferrell,26,SAC,44,484,10.7,0.499,0.408,0.21899999999999997,1.4,10.0,5.6,17.6,1.4,0.8,11.9,18.9,0.1,0.3,0.4,0.036000000000000004,-2.1,-0.4,-2.5,-0.1,Indianapolis,Indiana,3150000
Dorian Finney-Smith,26,DAL,64,1898,12.2,0.597,0.58,0.212,7.0,12.3,9.7,6.8,1.1,1.7,11.2,12.7,2.9,1.6,4.5,0.114,0.0,-0.1,-0.2,0.9,Portsmouth,Virginia,4000000
Bryn Forbes,26,SAS,63,1579,11.2,0.57,0.6559999999999999,0.155,0.8,7.8,4.3,9.6,1.0,0.0,8.4,18.6,1.2,0.2,1.5,0.045,-0.6,-2.1,-2.7,-0.3,Lansing,Michigan,2875000
De'Aaron Fox,22,SAC,45,1426,20.3,0.556,0.221,0.442,2.3,12.3,7.2,35.4,2.2,1.5,14.6,29.6,2.1,1.3,3.5,0.11699999999999999,2.1,-0.3,1.8,1.4,New Orleans,Louisiana,6392760
Melvin Frazier,23,ORL,15,51,7.5,0.48,0.41200000000000003,0.235,2.0,6.5,4.2,2.8,3.8,3.5,13.8,18.5,-0.1,0.1,0.0,0.003,-6.0,1.5,-4.5,0.0,New Orleans,Louisiana,1416852
Tim Frazier,29,DET,27,355,9.8,0.46399999999999997,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,-0.1,0.2,0.1,0.016,-2.9,-1.6,-4.5,-0.2,Houston,Texas,1882867
Markelle Fultz,21,ORL,64,1813,14.4,0.523,0.175,0.209,2.0,10.9,6.3,28.8,2.2,0.5,15.1,20.7,0.8,1.9,2.7,0.071,-1.9,0.2,-1.7,0.1,Upper Marlboro,Maryland,9745200
Daniel Gafford,21,CHI,43,609,16.2,0.6859999999999999,0.0,0.44799999999999995,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.8,0.146,-2.8,1.5,-1.3,0.1,El Dorado,Arkansas,898310
Langston Galloway,28,DET,66,1702,12.3,0.584,0.611,0.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,2.4,0.7,3.1,0.087,0.1,-0.9,-0.8,0.5,Baton Rouge,Louisiana,7333333
Darius Garland,20,CLE,59,1824,8.5,0.498,0.423,0.10300000000000001,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,-1.3,0.0,-1.3,-0.035,-2.7,-2.9,-5.6,-1.7,Gary,Indiana,6400920
Rudy Gay,33,SAS,60,1287,14.4,0.545,0.369,0.225,4.7,22.3,13.5,11.3,1.0,1.9,12.4,21.3,0.6,0.9,1.5,0.054000000000000006,-0.5,-1.0,-1.5,0.2,Baltimore,Maryland,14000000
Paul George,29,LAC,42,1222,20.5,0.5820000000000001,0.494,0.27699999999999997,1.9,18.1,10.2,21.2,2.2,1.4,13.0,29.6,1.9,2.0,3.9,0.153,3.4,1.1,4.5,2.0,Palmdale,California,33005556
Taj Gibson,34,NYK,62,1025,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.7,-0.4,-1.1,0.2,Brooklyn,New York,9800000
Brandon Goodwin,24,ATL,34,430,11.7,0.507,0.45799999999999996,0.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013000000000000001,-1.5,-1.3,-2.9,-0.1,Norcross,Georgia,522738
Aaron Gordon,24,ORL,58,1914,14.8,0.511,0.311,0.28,5.6,19.6,12.4,17.2,1.3,1.7,10.3,20.6,1.2,2.2,3.3,0.084,-0.3,0.1,-0.3,0.8,San Jose,California,19863636
Eric Gordon,31,HOU,34,972,10.5,0.511,0.6579999999999999,0.235,0.9,6.2,3.5,7.8,1.1,1.1,6.9,22.1,0.2,0.5,0.7,0.037000000000000005,-1.6,-2.0,-3.6,-0.4,Indianapolis,Indiana,14057730
Treveon Graham,26,TOT,55,929,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,0.009000000000000001,-4.5,-1.1,-5.5,-0.8,Temple Hills,Maryland,1678854
Jerami Grant,25,DEN,64,1676,14.2,0.585,0.39399999999999996,0.308,3.5,11.6,7.5,6.7,1.3,2.9,8.0,17.8,2.4,1.7,4.0,0.11599999999999999,-0.1,-0.4,-0.4,0.7,Portland,Oregon,9346153
Danny Green,32,LAL,61,1529,11.1,0.564,0.7040000000000001,0.10400000000000001,3.2,11.3,7.3,7.3,2.4,1.7,10.8,13.8,1.1,2.4,3.4,0.10800000000000001,-0.8,1.7,0.9,1.1,North Babylon,New York,14634146
