Player,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,City,State,2019-20
Marcus Morris,30,TOT,55,1727,14.8,0.5670000000000001,0.43200000000000005,0.27899999999999997,3.3,14.2,8.6,6.9,1.2,1.4,9.5,22.8,2.0,1.2,3.2,0.08800000000000001,0.9,-0.8,0.1,0.9,Philadelphia,Pennsylvania,15000000
Markieff Morris,30,TOT,52,1106,12.4,0.568,0.494,0.195,3.4,17.0,10.2,10.4,1.2,1.2,14.0,21.1,0.4,0.8,1.2,0.053,-1.2,-0.9,-2.1,0.0,Philadelphia,Pennsylvania,2241808
Monte Morris,24,DEN,65,1402,14.9,0.537,0.298,0.128,1.6,7.3,4.4,23.3,1.9,1.1,8.1,17.2,2.2,1.2,3.4,0.11699999999999999,0.2,-0.1,0.1,0.8,Grand Rapids,Michigan,1588231
Dejounte Murray,23,SAS,58,1447,17.1,0.535,0.168,0.175,5.0,20.0,12.5,23.7,3.3,1.0,15.7,20.6,0.9,1.7,2.6,0.087,-0.5,1.5,1.0,1.1,Seattle,Washington,2321735
Mike Muscala,28,OKC,41,492,12.2,0.56,0.755,0.138,3.0,17.7,10.6,9.8,0.8,1.9,7.7,16.4,0.5,0.5,1.0,0.102,-0.1,-0.1,-0.2,0.2,St. Louis Park,Minnesota,2028594
Larry Nance Jr.,27,CLE,56,1472,17.3,0.608,0.369,0.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,2.8,1.1,3.9,0.128,1.4,0.3,1.8,1.4,Akron,Ohio,12727273
Shabazz Napier,28,TOT,51,1234,14.5,0.555,0.5379999999999999,0.341,2.1,10.8,6.3,29.1,2.5,0.6,18.9,19.6,1.1,0.8,1.9,0.075,-0.3,-0.2,-0.5,0.5,Roxbury,Massachusetts,1882867
Malik Newman,22,CLE,1,4,-11.3,0.34700000000000003,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.5,0.0,0.0,0.0,-0.503,-14.5,-11.3,-25.9,0.0,Shreveport,Louisiana,50752
Georges Niang,26,UTA,58,772,12.4,0.612,0.698,0.083,1.8,13.2,7.7,6.7,0.8,0.5,8.6,17.1,1.0,0.7,1.7,0.105,0.9,-0.4,0.5,0.5,Lawrence,Massachusetts,1678854
Nerlens Noel,25,OKC,55,1014,21.7,0.7140000000000001,0.012,0.386,9.3,20.0,14.8,7.9,2.7,6.9,15.4,15.3,2.7,2.1,4.8,0.225,0.5,3.4,4.0,1.5,Malden,Massachusetts,2028594
Zach Norvell,22,TOT,5,41,2.6,0.402,0.667,0.083,0.0,16.3,7.9,10.2,2.3,0.0,19.4,16.1,-0.1,0.0,-0.1,-0.084,-7.1,-1.2,-8.3,-0.1,Chicago,Illinois,50752
Jaylen Nowell,20,MIN,15,151,10.5,0.47100000000000003,0.491,0.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,0.051,-2.9,-0.8,-3.7,-0.1,Seattle,Washington,1400000
Kendrick Nunn,24,MIA,62,1846,13.5,0.545,0.426,0.10800000000000001,1.2,8.7,5.1,18.7,1.4,0.6,10.2,23.7,1.0,1.4,2.4,0.064,-0.7,-1.3,-2.0,0.0,Chicago,Illinois,1416852
David Nwaba,27,BRK,20,268,14.0,0.627,0.39399999999999996,0.38,3.2,13.9,8.6,4.4,1.9,3.7,8.8,14.2,0.4,0.4,0.8,0.142,-1.1,2.0,1.0,0.2,Los Angeles,California,1678854
Royce O'Neale,26,UTA,64,1862,9.3,0.584,0.657,0.153,1.4,17.8,10.0,11.5,1.2,1.3,12.7,9.3,1.8,2.2,4.0,0.10400000000000001,-1.3,2.1,0.8,1.3,Killeen,Texas,1618520
Kyle O'Quinn,29,PHI,26,258,18.1,0.541,0.319,0.264,13.7,28.3,21.0,19.1,0.9,7.3,18.3,16.5,0.3,0.5,0.8,0.155,-0.7,2.2,1.5,0.2,Queens,New York,2028594
Semi Ojeleye,25,BOS,61,891,7.6,0.557,0.616,0.17600000000000002,2.9,11.9,7.5,4.5,1.0,0.5,6.5,8.8,0.8,0.9,1.7,0.091,-2.1,0.5,-1.6,0.1,Overland Park,Kansas,1618520
Jahlil Okafor,24,NOP,28,424,17.8,0.631,0.013999999999999999,0.40299999999999997,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,0.7,0.4,1.1,0.129,-0.8,0.6,-0.2,0.2,Chicago,Illinois,1702486
KZ Okpala,20,MIA,5,26,13.7,0.595,0.2,0.4,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,0.0,0.0,0.1,0.11900000000000001,-1.2,4.0,2.7,0.0,Orange County,California,898310
Victor Oladipo,27,IND,13,337,12.0,0.5,0.429,0.255,2.3,11.0,6.7,16.9,1.6,0.8,13.5,27.0,-0.3,0.4,0.1,0.008,-1.7,-1.3,-3.0,-0.1,Silver Spring,Maryland,21000000
Miye Oni,22,UTA,5,11,-9.9,0.0,0.5,0.0,0.0,19.1,10.0,0.0,0.0,0.0,33.3,12.0,-0.1,0.0,-0.1,-0.285,-12.7,-4.6,-17.3,0.0,Los Angeles,California,898310
Kelly Oubre Jr.,24,PHO,56,1933,14.9,0.56,0.37200000000000005,0.298,3.8,17.3,10.4,6.7,1.7,1.8,8.2,22.4,1.7,1.9,3.6,0.09,-0.3,-0.4,-0.6,0.7,New Orleans,Louisiana,15625000
Jeremy Pargo,33,GSW,3,44,12.7,0.557,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,0.0,0.0,0.0,0.011000000000000001,-2.8,-3.1,-5.9,0.0,Chicago,Illinois,91557
Jabari Parker,24,TOT,33,852,17.0,0.561,0.29100000000000004,0.185,6.7,18.1,12.3,11.7,2.3,1.5,12.2,24.0,0.5,0.7,1.2,0.066,0.2,-0.4,-0.1,0.4,Chicago,Illinois,6500000
Chandler Parsons,31,ATL,5,54,5.6,0.389,0.778,0.0,2.0,12.1,7.0,7.5,3.5,1.6,14.3,16.1,-0.1,0.0,-0.1,-0.066,-4.7,-1.3,-6.0,-0.1,Casselberry,Florida,25102511
Eric Paschall,23,GSW,60,1654,14.5,0.5710000000000001,0.20199999999999999,0.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2.0,-2.7,-0.3,North Tarrytown,New York,898310
Patrick Patterson,30,LAC,51,607,11.7,0.5760000000000001,0.755,0.18100000000000002,5.2,15.1,10.3,6.9,0.5,0.4,8.1,15.1,0.9,0.6,1.5,0.11800000000000001,0.9,-0.5,0.4,0.4,Washington,District of Columbia,2331593
Justin Patton,22,OKC,5,24,4.7,0.45,0.4,0.0,4.8,17.9,11.6,12.5,0.0,0.0,16.7,22.1,0.0,0.0,0.0,-0.066,-6.9,-3.3,-10.1,-0.1,Omaha,Georgia,1620564
Elfrid Payton,25,NYK,45,1246,16.0,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.3,0.3,0.0,0.6,Gretna,Louisiana,8000000
Gary Payton II,27,WAS,29,432,11.3,0.473,0.397,0.069,6.3,14.3,10.2,14.7,3.6,1.4,14.3,13.4,0.1,0.4,0.4,0.049,-3.1,1.5,-1.6,0.0,Seattle,Washington,1090781
Mason Plumlee,29,DEN,53,900,19.1,0.615,0.016,0.556,11.0,23.9,17.4,20.0,1.6,3.4,18.9,18.4,1.7,1.3,3.0,0.162,0.2,2.0,2.2,1.0,Fort Wayne,Indiana,14041096
Jordan Poole,20,GSW,57,1274,7.2,0.45399999999999996,0.528,0.237,0.7,9.6,5.0,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,Milwaukee,Wisconsin,1964760
Kevin Porter Jr.,19,CLE,50,1162,10.8,0.535,0.375,0.24,2.1,13.5,7.7,13.9,1.9,1.0,16.7,20.5,-0.3,0.6,0.3,0.011000000000000001,-3.2,-0.6,-3.7,-0.5,Seattle,Washington,1290960
Michael Porter Jr.,21,DEN,48,670,18.5,0.589,0.358,0.151,8.8,24.3,16.5,8.0,1.5,2.6,10.3,22.0,1.0,0.9,2.0,0.141,1.4,-0.7,0.8,0.5,Columbia,Missouri,3389400
Otto Porter,26,CHI,14,331,15.8,0.55,0.44299999999999995,0.193,4.1,12.3,8.0,11.9,2.2,1.7,6.8,21.0,0.4,0.4,0.8,0.11199999999999999,0.9,0.2,1.0,0.3,St. Louis,Missouri,27250576
Bobby Portis,24,NYK,66,1393,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.1,-1.1,-1.0,0.3,Little Rock,Arkansas,15000000
Norman Powell,26,TOR,44,1269,17.4,0.629,0.457,0.252,2.0,11.2,6.7,9.7,2.1,1.3,10.0,21.5,2.2,1.9,4.2,0.157,1.4,0.9,2.3,1.4,San Diego,California,10116576
Chasson Randle,26,GSW,3,40,6.7,0.377,0.5,1.5,0.0,5.6,2.7,15.7,2.4,0.0,0.0,7.1,0.0,0.0,0.0,0.044000000000000004,-5.9,0.1,-5.8,0.0,Rock Island,Illinois,91557
Julius Randle,25,NYK,64,2080,17.5,0.5379999999999999,0.23,0.35,7.5,24.9,16.0,15.8,1.2,1.0,14.3,27.6,1.0,1.7,2.7,0.062,0.7,-1.0,-0.3,0.9,Dallas,Texas,18000000
Cam Reddish,20,ATL,58,1551,9.0,0.5,0.451,0.22699999999999998,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011000000000000001,-3.2,-1.0,-4.2,-0.9,Norristown,Pennsylvania,4245720
Naz Reid,20,MIN,30,495,15.3,0.505,0.39899999999999997,0.218,7.0,19.9,13.2,11.2,1.8,3.7,7.6,24.0,0.2,0.6,0.8,0.07400000000000001,-1.6,-0.3,-1.9,0.0,Asbury Park,New Jersey,898310
Josh Richardson,26,PHI,48,1474,12.1,0.526,0.373,0.223,2.8,9.4,6.1,14.8,1.5,2.0,12.6,21.1,0.3,1.6,1.9,0.062,-1.5,-0.2,-1.7,0.1,Edmond,Oklahoma,10100000
Austin Rivers,27,HOU,60,1402,10.3,0.5379999999999999,0.537,0.20800000000000002,1.9,8.8,5.3,9.5,1.4,0.6,6.9,14.9,1.3,1.0,2.2,0.077,-1.9,-0.4,-2.3,-0.1,Santa Monica,California,2174318
Duncan Robinson,25,MIA,65,1949,12.8,0.6779999999999999,0.8859999999999999,0.086,0.5,11.2,6.1,7.0,0.9,0.8,8.6,15.8,3.2,1.5,4.7,0.11599999999999999,1.2,-0.9,0.3,1.1,York,Maine,1416852
Glenn Robinson III,26,TOT,60,1743,13.4,0.5760000000000001,0.33,0.14400000000000002,4.7,11.7,8.1,8.6,1.5,0.8,7.9,16.4,2.0,0.8,2.8,0.077,-0.5,-1.1,-1.6,0.2,Gary,Indiana,1882867
Justin Robinson,22,WAS,9,49,8.2,0.542,0.41700000000000004,0.0,2.2,9.3,5.6,18.6,0.0,1.8,20.0,12.7,0.0,0.0,0.0,0.006,-2.6,-3.1,-5.7,0.0,Manassas,Virginia,395866
Mitchell Robinson,21,NYK,61,1412,23.5,0.726,0.0,0.434,13.7,18.8,16.2,3.9,1.8,8.0,8.3,13.3,4.8,2.0,6.8,0.23,1.6,1.3,3.0,1.8,Pensacola,Florida,1559712
Isaiah Roby,21,OKC,3,11,-7.7,0.0,0.0,0.0,0.0,19.5,10.1,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.191,-12.0,-3.5,-15.5,0.0,Dixon,Illinois,1500000
Rajon Rondo,33,LAL,48,984,12.4,0.494,0.381,0.125,2.6,12.9,7.9,32.4,1.9,0.2,20.8,18.7,0.2,1.3,1.5,0.073,-1.1,0.0,-1.2,0.2,Louisville,Kentucky,2564753
Derrick Rose,31,DET,50,1298,21.1,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,1.9,0.6,2.5,0.09300000000000001,4.0,-1.7,2.2,1.4,Chicago,Illinois,7317073
Terrence Ross,28,ORL,63,1723,14.2,0.5479999999999999,0.584,0.207,0.8,12.3,6.3,6.8,2.0,1.2,6.8,22.8,1.0,1.8,2.9,0.08,0.0,-0.3,-0.4,0.7,Portland,Oregon,12500000
Terry Rozier,25,CHO,63,2164,14.9,0.5529999999999999,0.45,0.20199999999999999,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3.0,0.067,0.8,-1.3,-0.4,0.8,Youngstown,Ohio,19894737
D'Angelo Russell,23,TOT,45,1452,18.7,0.556,0.509,0.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,1.1,0.7,1.8,0.06,3.8,-1.9,1.9,1.4,Louisville,Kentucky,27285000
Domantas Sabonis,23,IND,62,2159,20.7,0.586,0.079,0.349,9.7,29.5,19.7,21.7,1.1,1.2,14.8,23.4,4.2,3.3,7.6,0.168,2.1,1.1,3.2,2.9,Portland,Oregon,3529555
JaKarr Sampson,26,IND,26,340,11.8,0.607,0.16,0.247,4.9,14.2,9.6,3.6,1.3,2.3,7.2,12.5,0.4,0.4,0.8,0.11699999999999999,-2.7,0.8,-1.8,0.0,Cleveland,Ohio,1737145
Mike Scott,31,PHI,63,1119,10.2,0.539,0.639,0.094,5.7,16.5,11.1,5.9,0.8,0.4,6.7,13.8,1.0,1.1,2.1,0.08900000000000001,-1.2,-1.1,-2.3,-0.1,Chesapeake,Virginia,4767000
Collin Sexton,21,CLE,65,2143,16.3,0.56,0.235,0.24600000000000002,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,2.2,0.3,2.5,0.057,0.3,-2.1,-1.8,0.1,Marietta,Georgia,4764960
Landry Shamet,22,LAC,47,1294,9.2,0.599,0.764,0.179,0.5,6.5,3.6,9.0,0.7,0.6,8.7,13.3,1.7,1.0,2.7,0.1,-1.4,-0.2,-1.6,0.1,Kansas City,Missouri,1995120
Iman Shumpert,29,BRK,13,241,5.3,0.40299999999999997,0.516,0.109,3.9,10.4,7.3,6.8,2.4,0.7,13.0,13.4,-0.3,0.3,0.0,-0.001,-6.4,0.8,-5.6,-0.2,Oak Park,Illinois,419443
Anfernee Simons,20,POR,65,1400,9.3,0.506,0.41700000000000004,0.175,1.9,8.9,5.4,9.4,0.9,0.6,9.7,19.0,0.1,0.2,0.3,0.01,-2.5,-1.8,-4.4,-0.8,Longwood,Florida,2149560
Marcus Smart,25,BOS,53,1721,14.0,0.519,0.5820000000000001,0.201,2.5,10.1,6.4,21.0,2.4,1.5,11.5,19.3,1.7,2.4,4.1,0.115,0.2,1.3,1.6,1.5,Flower Mound,Texas,12553471
Zhaire Smith,20,PHI,7,32,1.1,0.313,0.273,0.364,0.0,6.9,3.5,8.3,4.6,0.0,13.6,19.9,-0.1,0.1,-0.1,-0.11800000000000001,-10.8,0.8,-10.0,-0.1,Garland,Texas,3058800
Tony Snell,28,DET,59,1641,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.1,-0.6,-1.8,0.1,Los Angeles,California,11392857
Omari Spellman,22,GSW,49,886,14.4,0.551,0.373,0.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,0.5,0.7,1.2,0.065,-0.7,-1.0,-1.7,0.1,Cleveland,Ohio,1897800
Max Strus,23,CHI,2,6,30.7,0.727,0.33299999999999996,0.33299999999999996,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.317,5.4,-1.0,4.4,0.0,Hickory Hills,Illinois,415414
Edmond Sumner,24,IND,25,345,10.0,0.485,0.342,0.135,3.2,8.6,5.9,15.4,2.1,2.0,13.9,17.4,-0.1,0.4,0.3,0.039,-3.6,0.4,-3.1,-0.1,Detroit,Michigan,2000000
Caleb Swanigan,22,TOT,27,288,7.6,0.597,0.043,0.36200000000000004,9.9,26.1,18.1,14.0,0.5,2.1,40.4,13.5,-0.2,0.2,0.0,0.006999999999999999,-6.3,0.2,-6.0,-0.3,Indianapolis,Indiana,2033160
Jayson Tatum,21,BOS,59,2043,20.3,0.562,0.377,0.251,3.0,18.8,11.0,14.0,2.0,2.4,9.7,28.6,2.9,3.4,6.2,0.147,3.3,0.6,3.9,3.0,St. Louis,Missouri,7830000
Jeff Teague,31,TOT,59,1464,14.6,0.557,0.239,0.40299999999999997,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,1.9,0.6,2.5,0.08199999999999999,-0.2,-1.3,-1.5,0.2,Indianapolis,Indiana,19000000
Garrett Temple,33,BRK,55,1547,10.3,0.507,0.66,0.139,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,0.5,1.6,2.1,0.065,-1.5,0.4,-1.1,0.4,Baton Rouge,Louisiana,4767000
Isaiah Thomas,30,WAS,40,925,11.6,0.531,0.444,0.17800000000000002,1.3,7.0,4.0,23.2,0.7,0.6,14.4,24.1,0.2,-0.1,0.0,0.001,-0.5,-3.9,-4.4,-0.6,Tacoma,Washington,2320044
Khyri Thomas,23,DET,8,61,3.2,0.45299999999999996,0.8240000000000001,0.235,1.8,0.0,0.9,6.7,2.4,0.0,13.8,15.6,-0.1,0.0,0.0,-0.038,-6.1,-1.8,-7.9,-0.1,Omaha,Nebraska,838464
Matt Thomas,25,TOR,33,321,13.6,0.65,0.6759999999999999,0.09,2.4,13.2,7.9,7.9,1.2,0.0,9.4,17.0,0.5,0.4,0.9,0.13699999999999998,1.0,0.4,1.4,0.3,Decatur,Illinois,898310
Matisse Thybulle,22,PHI,57,1110,9.8,0.53,0.607,0.175,3.5,5.1,4.3,8.3,3.5,3.1,15.1,11.6,0.1,1.8,1.9,0.084,-3.0,3.1,0.1,0.6,Scottsdale,Arizona,2582160
Anthony Tolliver,34,TOT,47,732,6.6,0.49700000000000005,0.7809999999999999,0.161,4.3,14.5,9.5,5.7,1.0,1.3,15.3,11.4,-0.1,0.4,0.3,0.018000000000000002,-3.1,-0.7,-3.8,-0.3,Springfield,Missouri,2419852
Juan Toscano-Anderson,26,GSW,13,272,9.4,0.529,0.365,0.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,-0.1,0.2,0.2,0.03,-3.9,0.4,-3.5,-0.1,Oakland,California,350189
Karl-Anthony Towns,24,MIN,35,1187,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,3.8,1.3,5.1,0.205,7.0,0.8,7.8,2.9,Edison,New Jersey,27250000
Gary Trent Jr.,21,POR,53,1059,11.8,0.555,0.574,0.10300000000000001,2.0,6.6,4.3,6.5,1.8,1.0,4.9,15.4,1.2,0.4,1.6,0.071,-0.5,-0.6,-1.1,0.3,Columbus,Ohio,1416852
Allonzo Trier,24,NYK,24,291,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,0.5,0.1,0.5,0.087,1.0,-1.5,-0.5,0.1,Seattle,Washington,3551100
Evan Turner,31,ATL,19,251,6.8,0.424,0.075,0.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.6,-0.2,Chicago,Illinois,18606557
Myles Turner,23,IND,55,1628,14.7,0.561,0.44299999999999995,0.27899999999999997,4.8,19.5,12.2,5.1,1.3,6.5,10.5,17.5,1.0,2.8,3.7,0.111,-0.9,1.1,0.2,0.9,Bedford,Texas,18000000
Jarrod Uthoff,26,MEM,4,14,-0.1,0.254,0.5710000000000001,0.28600000000000003,7.6,0.0,3.7,0.0,3.3,0.0,0.0,23.4,-0.1,0.0,0.0,-0.16699999999999998,-11.0,-2.5,-13.5,0.0,Cedar Rapids,Iowa,81678
Denzel Valentine,26,CHI,36,488,13.0,0.511,0.578,0.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,-0.1,0.6,0.5,0.048,-0.7,0.2,-0.5,0.2,Lansing,Michigan,3377569
Jarred Vanderbilt,20,TOT,11,46,7.6,0.6759999999999999,0.125,0.25,7.3,14.5,10.8,5.9,3.2,2.0,44.1,14.9,-0.1,0.1,0.0,-0.02,-6.6,0.6,-5.9,0.0,Houston,Texas,1416852
Fred VanVleet,25,TOR,48,1719,16.0,0.546,0.48200000000000004,0.237,1.1,9.7,5.5,27.4,2.5,0.7,12.4,22.0,2.2,2.7,4.9,0.136,1.0,1.3,2.3,1.8,Rockford,Illinois,9000000
Noah Vonleh,24,TOT,33,364,15.6,0.621,0.16899999999999998,0.337,10.4,25.9,17.9,10.7,1.4,1.4,17.0,14.0,0.6,0.4,1.0,0.126,-1.2,0.3,-0.8,0.1,Salem,Massachusetts,2000000
Dean Wade,23,CLE,12,71,13.9,0.7440000000000001,0.308,0.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,0.1,0.1,0.2,0.10400000000000001,-1.7,0.5,-1.2,0.0,Wichita,Kansas,375000
Dion Waiters,28,MIA,3,42,13.5,0.53,0.654,0.038,0.0,28.2,14.7,12.4,0.0,4.7,10.2,30.9,-0.1,0.1,0.0,-0.001,2.4,-0.6,1.8,0.0,Philadelphia,Pennsylvania,12100000
Kemba Walker,29,BOS,50,1592,20.2,0.569,0.526,0.27,2.2,11.4,6.9,24.6,1.4,1.5,10.3,27.8,3.5,1.9,5.4,0.163,5.0,-0.2,4.7,2.7,The Bronx,New York,32742000
Lonnie Walker,21,SAS,53,767,11.0,0.515,0.266,0.19899999999999998,2.8,13.4,8.1,8.4,1.8,1.5,9.6,18.2,0.0,0.5,0.5,0.027999999999999997,-2.5,-0.7,-3.2,-0.2,Reading,Pennsylvania,2760480
Derrick Walton,24,TOT,26,248,8.7,0.617,0.615,0.231,0.9,5.7,3.4,13.9,1.4,0.0,10.4,8.1,0.4,0.2,0.6,0.11199999999999999,-2.3,1.3,-1.1,0.1,Detroit,Michigan,1445697
Brad Wanamaker,30,BOS,63,1215,11.8,0.56,0.28300000000000003,0.365,1.7,9.2,5.5,17.6,2.1,0.9,15.9,15.4,1.2,1.5,2.7,0.10800000000000001,-2.5,1.2,-1.3,0.2,Philadelphia,Pennsylvania,1445697
P.J. Washington,21,CHO,58,1759,12.4,0.547,0.39,0.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,0.5,1.4,2.0,0.054000000000000006,-1.7,0.1,-1.6,0.2,Louisville,Kentucky,3831840
Paul Watson,25,TOT,5,25,-0.5,0.055999999999999994,0.5,0.25,0.0,17.0,8.5,23.9,1.9,3.9,0.0,14.8,-0.1,0.0,-0.1,-0.18100000000000002,-8.0,0.8,-7.3,0.0,Phoenix,Arizona,50752
Russell Westbrook,31,HOU,53,1905,21.5,0.539,0.168,0.289,5.1,18.4,11.7,35.0,2.1,0.8,14.9,34.4,2.1,2.3,4.3,0.109,1.9,-0.1,1.8,1.8,Long Beach,California,38178000
Derrick White,25,SAS,61,1468,15.9,0.585,0.345,0.377,2.2,12.0,7.1,19.5,1.3,3.3,12.2,18.2,2.5,0.9,3.4,0.11,0.7,0.2,0.9,1.1,Parker,Colorado,1948080
Grant Williams,21,BOS,62,970,8.0,0.508,0.44299999999999995,0.266,6.5,11.7,9.1,8.3,1.4,3.1,17.7,11.5,0.2,1.3,1.5,0.075,-4.0,1.4,-2.6,-0.1,Houston,Texas,2379840
Kenrich Williams,25,NOP,35,779,7.6,0.43,0.6709999999999999,0.168,6.6,17.5,12.0,8.3,1.5,2.2,12.0,9.2,0.1,0.8,0.8,0.052000000000000005,-3.3,1.0,-2.3,-0.1,Waco,Texas,1416852
Marvin Williams,33,TOT,52,1011,11.4,0.585,0.578,0.217,2.1,13.7,7.8,8.0,1.7,2.4,9.3,13.0,1.0,1.0,2.1,0.099,-1.7,1.0,-0.7,0.3,Bremerton,Washington,15006250
Robert Williams,22,BOS,23,323,19.6,0.6709999999999999,0.0,0.40299999999999997,11.4,24.3,17.9,9.5,3.0,8.0,21.5,12.3,0.6,0.8,1.4,0.205,-0.6,4.4,3.8,0.5,Shreveport,Louisiana,1937520
Nigel Williams-Goss,25,UTA,9,28,5.7,0.254,0.28600000000000003,0.28600000000000003,8.2,11.2,9.8,22.3,1.7,3.0,20.2,15.5,-0.1,0.0,0.0,-0.045,-5.1,1.1,-3.9,0.0,Happy Valley,Oregon,1500000
D.J. Wilson,23,MIL,31,280,8.4,0.47600000000000003,0.545,0.08900000000000001,3.8,19.3,12.0,10.3,0.3,1.6,12.5,17.7,-0.2,0.5,0.3,0.055,-3.9,0.3,-3.6,-0.1,Mount Shasta,California,2961120
Justise Winslow,23,MIA,11,352,8.6,0.44,0.209,0.209,5.3,17.4,11.6,18.6,1.0,1.4,14.6,20.7,-0.4,0.4,0.0,-0.003,-3.5,-0.1,-3.5,-0.1,Houston,Texas,13000000
Christian Wood,24,DET,62,1325,23.2,0.659,0.276,0.47600000000000003,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,3.6,1.5,5.1,0.184,3.5,-0.3,3.1,1.7,Long Beach,California,1645357
Delon Wright,27,DAL,65,1412,16.1,0.563,0.307,0.23600000000000002,5.0,14.0,9.6,21.2,2.6,1.3,13.9,14.8,2.6,1.8,4.3,0.14800000000000002,0.4,2.0,2.4,1.6,Los Angeles,California,9473684
Thaddeus Young,31,CHI,64,1591,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.057999999999999996,-1.4,0.2,-1.1,0.4,New Orleans,Louisiana,12900000
Trae Young,21,ATL,60,2120,23.9,0.595,0.455,0.44799999999999995,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.4,0.5,5.9,0.134,6.3,-2.3,4.0,3.2,Lubbock,Texas,6273000
Cody Zeller,27,CHO,58,1341,18.8,0.5760000000000001,0.157,0.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,2.4,1.2,3.6,0.129,0.2,-0.8,-0.6,0.5,Washington,Indiana,14471910
