Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,City,State,2019-20
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,Carsen Edwards,21,BOS,35,0,316,4.2,12.9,0.327,2.4,7.7,0.309,1.8,5.1,0.35600000000000004,1.3,1.5,0.846,0.7,4.2,4.9,2.5,1.1,0.3,1.7,3.8,12.1,Houston,Texas,1228026
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,Wayne Ellington,32,NYK,36,1,558,3.9,11.2,0.35100000000000003,3.2,9.2,0.35,0.7,2.0,0.355,0.7,0.8,0.846,0.3,3.9,4.2,2.8,0.8,0.3,1.2,2.6,11.8,Wynnewood,Pennsylvania,7804878
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,James Ennis,29,TOT,61,10,1053,4.4,10.1,0.435,1.6,4.8,0.338,2.8,5.3,0.523,2.2,2.7,0.8079999999999999,2.1,4.7,6.8,1.8,1.0,0.7,1.5,3.7,12.5,Ventura,California,1882867
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,Derrick Favors,28,NOP,45,43,1089,6.2,10.1,0.62,0.0,0.2,0.14300000000000002,6.2,9.9,0.631,1.2,2.0,0.581,4.9,9.9,14.7,2.5,0.8,1.5,1.7,3.3,13.7,Atlanta,Georgia,17650000
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,Terrance Ferguson,21,OKC,50,37,1170,2.3,6.1,0.3720000000000001,1.4,4.8,0.297,0.9,1.4,0.636,0.5,0.6,0.789,0.7,1.5,2.2,1.4,0.8,0.5,0.9,4.4,6.4,Tulsa,Oklahoma,2475840
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,Yogi Ferrell,26,SAC,44,0,484,5.0,12.6,0.396,1.4,5.1,0.275,3.6,7.4,0.48,2.4,2.8,0.865,0.4,3.1,3.6,4.4,1.0,0.3,1.9,2.3,13.8,Indianapolis,Indiana,3150000
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,Dorian Finney-Smith,26,DAL,64,61,1898,4.1,8.7,0.468,1.9,5.0,0.374,2.2,3.6,0.599,1.3,1.8,0.722,2.4,4.3,6.7,1.8,0.8,0.7,1.2,2.9,11.3,Portsmouth,Virginia,4000000
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,Bryn Forbes,26,SAS,63,62,1579,5.5,13.2,0.417,3.4,8.7,0.388,2.1,4.6,0.47,1.7,2.1,0.833,0.3,2.6,2.9,2.5,0.8,0.0,1.3,2.6,16.1,Lansing,Michigan,2875000
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,De'Aaron Fox,22,SAC,45,43,1426,8.3,17.5,0.475,1.2,3.9,0.307,7.1,13.6,0.523,5.4,7.7,0.703,0.8,3.8,4.6,7.7,1.6,0.6,3.6,3.3,23.2,New Orleans,Louisiana,6392760
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,Melvin Frazier,23,ORL,15,0,51,4.2,12.0,0.353,2.8,4.9,0.5710000000000001,1.4,7.1,0.2,1.4,2.8,0.5,0.7,2.1,2.8,0.7,2.8,1.4,2.1,5.6,12.7,New Orleans,Louisiana,1416852
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,Tim Frazier,29,DET,27,11,355,3.4,9.5,0.362,1.0,3.0,0.333,2.4,6.5,0.375,1.9,2.4,0.792,0.9,2.4,3.3,9.4,1.4,0.4,3.7,4.3,9.8,Houston,Texas,1882867
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,Markelle Fultz,21,ORL,64,59,1813,6.4,13.4,0.473,0.6,2.3,0.254,5.8,11.1,0.52,2.0,2.8,0.723,0.7,3.5,4.2,6.6,1.6,0.2,2.6,2.5,15.3,Upper Marlboro,Maryland,9745200
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,Daniel Gafford,21,CHI,43,7,609,5.6,7.9,0.701,0.0,0.0,0.0,5.6,7.9,0.701,1.9,3.5,0.5329999999999999,3.1,3.2,6.3,1.2,0.8,3.3,1.7,5.8,13.0,El Dorado,Arkansas,898310
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,Langston Galloway,28,DET,66,6,1702,5.0,11.5,0.435,2.8,7.0,0.399,2.2,4.5,0.493,1.5,1.8,0.8590000000000001,0.7,2.5,3.2,2.1,1.0,0.2,0.8,2.0,14.3,Baton Rouge,Louisiana,7333333
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,Darius Garland,20,CLE,59,59,1824,5.5,13.8,0.401,2.1,5.8,0.355,3.5,8.0,0.434,1.2,1.4,0.875,0.5,1.7,2.2,4.5,0.8,0.1,3.0,1.8,14.4,Gary,Indiana,6400920
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,Rudy Gay,33,SAS,60,5,1287,6.2,14.0,0.442,1.6,5.2,0.314,4.6,8.9,0.517,2.8,3.2,0.8759999999999999,1.6,7.4,9.0,2.8,0.7,0.8,2.2,2.5,16.8,Baltimore,Maryland,14000000
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,Paul George,29,LAC,42,42,1222,8.6,19.9,0.4320000000000001,3.9,9.8,0.399,4.7,10.0,0.463,4.9,5.5,0.882,0.6,6.5,7.1,4.8,1.6,0.6,3.3,3.0,25.9,Palmdale,California,33005556
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,Taj Gibson,34,NYK,62,56,1025,5.9,10.0,0.584,0.1,0.5,0.28600000000000003,5.7,9.6,0.599,1.4,2.0,0.732,3.9,5.5,9.4,1.8,0.9,1.1,1.7,4.3,13.3,Brooklyn,New York,9800000
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,Brandon Goodwin,24,ATL,34,1,430,6.4,15.9,0.4,2.2,7.3,0.299,4.2,8.6,0.485,2.3,2.5,0.933,0.9,5.1,6.0,4.3,1.0,0.3,2.4,3.6,17.2,Norcross,Georgia,522738
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,Aaron Gordon,24,ORL,58,58,1914,5.9,13.7,0.433,1.3,4.3,0.301,4.6,9.4,0.4920000000000001,2.6,3.8,0.675,1.9,6.4,8.3,4.0,0.9,0.7,1.8,2.2,15.7,San Jose,California,19863636
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,Eric Gordon,31,HOU,34,13,972,6.0,16.2,0.37,3.4,10.7,0.319,2.6,5.6,0.467,2.9,3.8,0.757,0.3,2.1,2.4,1.9,0.8,0.4,1.3,2.5,18.3,Indianapolis,Indiana,14057730
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,Treveon Graham,26,TOT,55,20,929,3.4,9.4,0.36,1.3,4.7,0.275,2.1,4.7,0.443,1.4,2.2,0.643,2.0,3.8,5.8,1.7,0.9,0.2,1.1,4.0,9.4,Temple Hills,Maryland,1678854
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,Jerami Grant,25,DEN,64,22,1676,5.6,12.0,0.471,1.9,4.7,0.4,3.8,7.3,0.518,2.7,3.7,0.7440000000000001,1.1,3.7,4.9,1.7,0.9,1.1,1.2,3.0,15.9,Portland,Oregon,9346153
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,Danny Green,32,LAL,61,61,1529,4.2,10.0,0.419,2.7,7.0,0.378,1.5,3.0,0.516,0.8,1.0,0.727,1.0,3.8,4.9,2.0,1.8,0.7,1.3,3.0,11.8,North Babylon,New York,14634146
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,Draymond Green,29,GSW,43,43,1222,3.6,9.3,0.389,1.1,3.8,0.279,2.6,5.5,0.465,1.9,2.4,0.759,0.7,7.2,7.8,7.8,1.7,1.0,2.9,3.2,10.2,Saginaw,Michigan,18539130
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,JaMychal Green,29,LAC,55,0,1130,4.0,9.6,0.414,2.4,6.5,0.363,1.6,3.1,0.52,1.0,1.4,0.727,2.4,8.7,11.1,1.4,0.8,0.6,1.4,4.7,11.3,Montgomery,Alabama,4767000
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,Javonte Green,26,BOS,44,1,414,4.3,8.5,0.5,0.5,2.0,0.261,3.7,6.5,0.573,2.0,3.1,0.639,1.6,5.4,7.0,2.0,2.0,0.6,1.6,3.2,11.0,Petersburg,Virginia,898310
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,Jeff Green,33,TOT,40,2,754,5.5,12.5,0.444,2.3,6.6,0.348,3.2,5.9,0.5529999999999999,2.7,3.5,0.7809999999999999,1.1,4.3,5.4,1.5,1.0,0.7,1.7,3.1,16.1,Cheverly,Maryland,2564753
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,Blake Griffin,30,DET,18,18,512,6.2,17.6,0.35200000000000004,1.9,7.8,0.243,4.3,9.8,0.439,5.3,6.9,0.7759999999999999,1.2,4.7,5.9,4.1,0.5,0.5,2.8,1.9,19.6,Oklahoma City,Oklahoma,34234964
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,Donta Hall,22,DET,4,0,48,0.7,3.0,0.25,0.0,0.0,0.0,0.7,3.0,0.25,3.0,4.5,0.667,4.5,6.8,11.3,1.5,0.7,0.7,1.5,6.8,4.5,Luverne,Alabama,101504
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,Dusty Hannahs,26,MEM,2,0,13,11.1,24.9,0.444,5.5,8.3,0.667,5.5,16.6,0.333,5.5,5.5,1.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,2.8,33.2,Little Rock,Arkansas,81678
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,Tim Hardaway Jr.,27,DAL,63,50,1815,6.9,15.7,0.4370000000000001,3.7,9.0,0.407,3.2,6.7,0.478,2.4,3.0,0.8009999999999999,0.5,3.5,3.9,2.5,0.8,0.1,1.2,2.1,19.8,Orinda,California,18150000
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,James Harden,30,HOU,61,61,2241,9.7,22.3,0.435,4.4,12.4,0.35200000000000004,5.3,9.9,0.5379999999999999,9.9,11.6,0.861,1.0,5.2,6.2,7.2,1.7,0.9,4.4,3.3,33.7,Los Angeles,California,37800000
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,Maurice Harkless,26,TOT,62,48,1427,3.6,7.1,0.502,0.9,2.5,0.34700000000000003,2.7,4.7,0.584,1.0,1.7,0.591,1.4,4.7,6.1,1.7,1.5,0.8,1.3,3.7,9.0,Queens,New York,11511234
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,Gary Harris,25,DEN,56,55,1780,4.4,10.5,0.42,1.4,4.2,0.333,3.0,6.2,0.479,1.5,1.9,0.815,0.5,2.8,3.3,2.4,1.5,0.3,1.2,2.3,11.8,Fishers,Indiana,17839286
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,Joe Harris,28,BRK,63,63,1946,6.1,13.0,0.471,2.8,6.8,0.412,3.3,6.2,0.536,1.1,1.5,0.747,1.1,3.9,5.0,2.4,0.7,0.3,1.7,2.6,16.2,Chelan,Washington,7670000
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,Tobias Harris,27,PHI,65,65,2243,7.9,16.8,0.472,1.9,5.2,0.362,6.1,11.6,0.521,2.5,3.1,0.8059999999999999,0.9,6.2,7.1,3.3,0.8,0.6,1.6,2.4,20.2,Islip,New York,31034483
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,Shaquille Harrison,26,CHI,43,10,484,5.7,12.3,0.467,1.2,3.1,0.381,4.5,9.1,0.496,2.9,3.7,0.78,1.6,4.8,6.4,3.6,2.5,1.4,1.4,4.1,15.5,Kansas City,Missouri,898310
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,Josh Hart,24,NOP,57,14,1563,4.6,11.1,0.416,2.6,7.5,0.342,2.0,3.6,0.5710000000000001,1.6,2.1,0.747,1.2,7.3,8.5,2.2,1.4,0.5,1.5,3.3,13.3,Silver Spring,Maryland,1934160
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,Isaiah Hartenstein,21,HOU,23,2,266,6.0,9.1,0.657,0.0,0.7,0.0,6.0,8.4,0.71,2.6,3.8,0.679,3.9,8.3,12.2,2.4,1.2,1.6,2.2,5.5,14.5,Eugene,Oregon,1416852
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,Udonis Haslem,39,MIA,3,0,21,1.7,10.3,0.16699999999999998,0.0,3.4,0.0,1.7,6.9,0.25,5.1,6.9,0.75,0.0,13.7,13.7,1.7,0.0,0.0,0.0,5.1,8.6,Miami,Florida,2564753
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,Jaxson Hayes,19,NOP,56,12,951,5.9,8.9,0.66,0.0,0.2,0.25,5.8,8.7,0.667,4.1,6.5,0.63,3.1,5.3,8.4,1.9,0.9,2.0,1.6,5.4,15.9,Norman,Oklahoma,4862040
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,Gordon Hayward,29,BOS,45,45,1501,7.3,14.6,0.502,1.8,4.5,0.392,5.5,10.0,0.5529999999999999,2.3,2.7,0.847,1.1,6.0,7.1,4.4,0.8,0.5,1.9,1.9,18.7,Indianapolis,Indiana,32700690
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,Dewan Hernandez,23,TOR,4,0,11,3.3,16.4,0.2,0.0,3.3,0.0,3.3,13.1,0.25,6.5,6.5,1.0,6.5,16.4,22.9,0.0,3.3,0.0,3.3,19.6,13.1,Miami,Florida,898310
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,Tyler Herro,20,MIA,47,6,1280,6.2,15.0,0.414,2.8,7.1,0.391,3.4,7.8,0.434,1.9,2.2,0.835,0.4,4.9,5.3,2.6,0.8,0.2,2.0,1.7,17.0,Milwaukee,Wisconsin,3640200
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,George Hill,33,MIL,52,0,1103,5.8,11.0,0.53,2.4,5.0,0.48,3.4,6.0,0.5710000000000001,2.3,2.7,0.831,1.5,3.6,5.0,4.9,1.4,0.1,1.6,2.4,16.3,Indianapolis,Indiana,9133907
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,Solomon Hill,28,TOT,54,4,992,3.6,9.0,0.403,2.1,5.7,0.378,1.5,3.3,0.446,1.1,1.5,0.7140000000000001,1.0,4.6,5.6,3.6,1.3,0.4,1.7,2.8,10.5,Los Angeles,California,13258781
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,Aaron Holiday,23,IND,58,26,1368,5.3,13.1,0.407,2.1,5.3,0.394,3.2,7.7,0.416,1.6,1.9,0.861,0.6,2.9,3.5,5.1,1.2,0.3,2.0,2.7,14.4,Ruston,Louisiana,2239200
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,Jrue Holiday,29,NOP,55,55,1922,7.9,17.4,0.452,2.2,6.0,0.35700000000000004,5.7,11.4,0.502,2.2,3.2,0.7,1.3,3.7,5.0,7.1,1.7,0.8,3.0,2.3,20.2,Chatsworth,California,26131111
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,Justin Holiday,30,IND,65,2,1617,4.2,9.6,0.44,2.7,6.4,0.424,1.5,3.2,0.472,1.0,1.3,0.78,0.7,3.9,4.6,1.9,1.7,0.9,0.9,2.6,12.2,Mission Hills,California,4767000
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,Rondae Hollis-Jefferson,25,TOR,52,5,998,5.0,10.6,0.471,0.1,0.6,0.118,4.9,10.0,0.493,3.4,4.7,0.736,3.7,5.5,9.2,3.2,1.6,0.8,1.8,3.8,13.5,Chester,Pennsylvania,2500000
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,Richaun Holmes,26,SAC,39,33,1125,6.7,10.3,0.654,0.0,0.0,0.0,6.7,10.3,0.654,2.6,3.2,0.8,3.8,6.6,10.4,1.2,1.2,1.8,1.6,4.9,16.0,Lockport,Illinois,4767000
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,Rodney Hood,27,POR,21,21,619,5.1,10.0,0.506,2.0,4.1,0.493,3.0,5.9,0.515,1.2,1.6,0.778,0.6,3.6,4.2,1.9,1.0,0.2,1.1,2.7,13.4,Meridian,Mississippi,5718000
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,Talen Horton-Tucker,19,LAL,2,0,5,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,7.2,0.0,0.0,0.0,0.0,Chicago,Illinois,898310
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,Danuel House,26,HOU,58,47,1739,4.3,10.0,0.4270000000000001,2.3,6.4,0.363,1.9,3.5,0.544,1.4,1.8,0.8,1.2,3.9,5.1,1.6,1.3,0.7,1.0,2.5,12.3,Houston,Texas,3540000
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,Dwight Howard,34,LAL,62,2,1193,5.7,7.8,0.732,0.1,0.2,0.6,5.6,7.6,0.7340000000000001,2.7,5.4,0.494,4.7,9.1,13.8,1.3,0.8,2.3,2.2,6.0,14.1,Atlanta,Georgia,3039097
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,Kevin Huerter,21,ATL,56,48,1760,5.2,12.5,0.413,2.6,6.8,0.38,2.6,5.6,0.453,1.1,1.3,0.828,0.7,3.9,4.7,4.4,1.0,0.6,1.8,2.8,14.0,Albany,New York,2636280
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,De'Andre Hunter,22,ATL,63,62,2018,5.0,12.2,0.41,1.9,5.4,0.355,3.1,6.8,0.454,2.0,2.6,0.764,0.8,4.3,5.1,2.0,0.8,0.3,1.8,3.2,13.9,Philadelphia,Pennsylvania,7068360
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,Chandler Hutchison,23,CHI,28,10,527,5.5,12.0,0.457,0.8,2.6,0.316,4.6,9.4,0.496,3.1,5.3,0.59,1.2,6.1,7.4,1.8,1.8,0.5,1.8,3.2,14.9,Mission Viejo,California,2332320
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,Andre Iguodala,36,MIA,14,0,259,3.5,7.1,0.49,1.3,3.3,0.375,2.2,3.8,0.593,0.3,1.1,0.25,1.4,6.0,7.4,3.9,1.1,2.2,2.4,3.9,8.5,Springfield,Illinois,17185185
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,Jonathan Isaac,22,ORL,32,32,949,5.7,12.2,0.463,1.1,3.5,0.33,4.5,8.8,0.515,2.1,2.8,0.767,2.2,6.3,8.4,1.7,1.9,3.0,1.8,3.0,14.6,The Bronx,New York,5806440
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,Wesley Iwundu,25,ORL,45,18,810,3.4,8.6,0.397,0.9,3.0,0.313,2.5,5.6,0.441,2.8,3.4,0.816,1.0,4.0,5.0,2.0,1.1,0.5,0.8,2.8,10.5,Houston,Texas,1618520
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,Frank Jackson,21,NOP,51,1,656,5.4,14.1,0.385,2.1,6.6,0.325,3.3,7.5,0.438,2.6,3.5,0.75,1.0,2.9,3.9,2.3,0.8,0.2,2.4,3.7,15.6,Washington,District of Columbia,1618520
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,Jaren Jackson Jr.,20,MEM,54,54,1512,7.8,16.7,0.468,3.2,8.1,0.397,4.6,8.6,0.535,2.9,4.0,0.741,1.3,4.8,6.0,1.8,0.9,2.1,2.2,5.2,21.8,Plainfield,New Jersey,6927480
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,Josh Jackson,22,MEM,18,0,357,6.9,15.6,0.439,2.3,7.3,0.319,4.5,8.4,0.542,2.9,4.4,0.659,1.1,4.7,5.8,3.1,1.8,0.9,2.5,3.9,19.0,San Diego,California,7059480
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,Justin Jackson,24,DAL,58,2,929,4.8,12.1,0.399,1.7,5.9,0.298,3.1,6.2,0.494,1.4,1.7,0.818,1.0,4.5,5.5,1.9,0.5,0.4,0.5,2.2,12.7,Houston,Texas,3280920
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,Justin James,23,SAC,34,0,218,5.4,12.9,0.423,1.5,4.3,0.34600000000000003,4.0,8.6,0.462,1.7,3.5,0.476,1.0,4.0,5.0,2.6,1.0,1.5,1.3,2.6,14.0,Port St. Lucie,Florida,898310
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,LeBron James,35,LAL,60,60,2094,10.1,20.2,0.498,2.3,6.6,0.349,7.8,13.7,0.57,4.1,5.9,0.6970000000000001,1.0,7.1,8.1,10.9,1.3,0.5,4.1,1.8,26.5,Akron,Ohio,37436858
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,Amile Jefferson,26,ORL,18,0,74,2.4,6.8,0.35700000000000004,0.0,0.0,0.0,2.4,6.8,0.35700000000000004,2.4,6.8,0.35700000000000004,4.9,6.3,11.2,1.9,0.5,1.5,1.5,3.4,7.3,Philadelphia,Pennsylvania,1445697
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,Ty Jerome,22,PHO,28,0,315,4.2,12.1,0.349,1.5,5.4,0.277,2.7,6.7,0.407,1.3,1.6,0.7859999999999999,0.7,4.0,4.7,4.9,1.6,0.3,2.1,3.2,11.2,New York,New York,2193480
247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,Alize Johnson,23,IND,13,0,54,4.7,10.0,0.467,0.0,0.0,0.0,4.7,10.0,0.467,2.7,4.0,0.667,4.7,7.3,12.0,1.3,0.0,0.0,2.0,4.0,12.0,Williamsport,Pennsylvania,1416852
249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,Cameron Johnson,23,PHO,49,1,996,4.9,11.7,0.418,3.3,8.3,0.397,1.6,3.5,0.469,1.3,1.7,0.7609999999999999,1.4,3.7,5.1,1.9,1.1,0.6,1.0,2.6,14.4,Moon Township,Pennsylvania,4033440
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,James Johnson,32,TOT,32,1,619,6.0,12.5,0.479,1.9,5.3,0.363,4.1,7.2,0.565,1.8,2.8,0.6459999999999999,1.5,5.4,6.9,4.3,1.5,1.9,2.8,4.7,15.7,Cheyenne,Wyoming,15349400
251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,Keldon Johnson,20,SAS,9,0,92,6.3,12.1,0.516,0.8,2.0,0.4,5.5,10.2,0.5379999999999999,2.7,3.9,0.7,2.0,4.7,6.7,2.3,2.0,0.4,1.2,3.5,16.0,Chesterfield,Virginia,1950600
252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,Stanley Johnson,23,TOR,20,0,96,3.0,11.6,0.258,0.7,4.9,0.154,2.3,6.8,0.333,1.9,2.3,0.833,1.1,7.1,8.2,3.0,1.5,0.7,3.0,3.7,8.6,Los Angeles,California,3623000
253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,Tyler Johnson,27,PHO,31,3,515,4.5,12.0,0.38,1.7,5.8,0.289,2.9,6.2,0.466,1.7,2.2,0.75,0.7,2.9,3.6,3.5,0.8,0.6,1.7,3.0,12.4,Grand Forks,North Dakota,19245370
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,Damian Jones,24,ATL,55,27,887,4.9,7.2,0.68,0.1,0.4,0.222,4.8,6.9,0.7040000000000001,2.5,3.4,0.738,3.0,5.4,8.4,1.4,1.1,1.6,1.1,6.0,12.4,Baton Rouge,Louisiana,2305057
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,Derrick Jones Jr.,22,MIA,51,15,1249,4.8,9.3,0.514,1.0,3.6,0.27,3.8,5.7,0.67,2.5,3.3,0.779,1.6,4.5,6.1,1.6,1.6,1.0,0.8,3.3,13.1,Chester,Pennsylvania,1645357
257,257,257,257,257,257,257,257,257,257,257,257,257,257,257,Tyus Jones,23,MEM,65,6,1232,5.8,12.5,0.459,1.4,3.6,0.379,4.4,8.9,0.4920000000000001,1.3,1.7,0.741,0.3,2.7,3.0,8.3,1.7,0.2,1.6,1.3,14.1,Burnsville,Minnesota,8408000
