Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,City,State,2019-20
258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,DeAndre Jordan,31,BRK,56,6,1234,5.6,8.4,0.6659999999999999,0.0,0.0,0.0,5.6,8.4,0.6659999999999999,2.4,3.6,0.68,4.1,12.3,16.4,3.1,0.5,1.5,2.2,3.3,13.6,Houston,Texas,9881598
261,261,261,261,261,261,261,261,261,261,261,261,261,261,261,Frank Kaminsky,26,PHO,32,13,718,6.4,14.0,0.455,2.0,5.6,0.348,4.4,8.4,0.527,3.0,4.4,0.67,1.5,6.4,7.9,3.6,0.7,0.5,1.7,3.5,17.6,Lisle,Illinois,4767000
263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,Luke Kennard,23,DET,28,25,922,5.9,13.4,0.442,2.9,7.1,0.399,3.0,6.2,0.491,2.6,2.9,0.893,0.4,3.5,3.8,4.5,0.5,0.2,1.7,2.5,17.3,Middletown,Ohio,3827160
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,Stanton Kidd,27,UTA,4,0,15,0.0,7.2,0.0,0.0,2.4,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,7.2,7.2,2.4,0.0,0.0,4.8,7.2,0.0,Baltimore,Maryland,250000
265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,Michael Kidd-Gilchrist,26,TOT,21,0,231,3.0,9.4,0.317,0.8,3.1,0.25,2.2,6.2,0.35,1.4,1.7,0.818,1.9,6.7,8.6,2.0,0.3,0.8,2.0,5.0,8.1,Philadelphia,Pennsylvania,13000000
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,Brandon Knight,28,TOT,25,3,462,4.6,13.0,0.353,3.5,10.2,0.344,1.1,2.8,0.389,1.6,2.6,0.588,0.3,2.9,3.2,5.4,0.8,0.2,3.0,3.1,14.3,Miami,Florida,15643750
269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,Kevin Knox,20,NYK,65,4,1166,4.4,12.4,0.359,2.0,6.1,0.327,2.4,6.2,0.391,2.0,3.1,0.653,0.9,4.8,5.7,1.9,0.7,0.9,1.4,3.3,12.9,Phoenix,Arizona,4380120
272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,Luke Kornet,24,CHI,36,14,559,5.3,12.0,0.439,2.0,7.0,0.287,3.3,5.1,0.6459999999999999,1.3,1.8,0.7140000000000001,1.4,4.0,5.4,2.1,0.7,1.7,0.9,3.5,13.8,Lantana,Texas,2195122
273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,Kyle Korver,38,MIL,50,0,833,4.8,11.2,0.429,3.7,8.9,0.415,1.1,2.2,0.481,1.2,1.5,0.8240000000000001,0.6,3.9,4.5,2.6,0.9,0.5,1.8,2.9,14.5,Lakewood,California,3440000
275,275,275,275,275,275,275,275,275,275,275,275,275,275,275,Kyle Kuzma,24,LAL,54,7,1327,6.9,16.0,0.4320000000000001,1.9,6.4,0.297,5.0,9.5,0.523,2.6,3.5,0.738,1.3,5.3,6.6,1.9,0.6,0.6,2.3,2.9,18.3,Flint,Michigan,1974600
277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,Jeremy Lamb,27,IND,46,42,1291,6.0,13.4,0.451,1.5,4.4,0.335,4.5,9.0,0.508,2.6,3.1,0.836,0.7,4.9,5.6,2.7,1.5,0.6,1.4,2.9,16.1,Henrico,Virginia,10500000
278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,Romeo Langford,20,BOS,27,1,298,2.9,7.7,0.375,0.6,2.8,0.217,2.3,5.0,0.463,1.9,2.8,0.696,1.7,2.2,3.9,0.7,1.0,0.7,1.1,3.5,8.3,New Albany,Indiana,3458400
279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,Zach LaVine,24,CHI,60,60,2085,9.3,20.7,0.45,3.2,8.4,0.38,6.1,12.3,0.4970000000000001,4.6,5.8,0.802,0.7,4.3,5.0,4.4,1.5,0.5,3.6,2.3,26.4,Renton,Washington,19500000
281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,Jake Layman,25,MIN,23,2,505,5.8,12.8,0.453,1.7,5.1,0.333,4.1,7.6,0.5329999999999999,1.7,2.3,0.75,1.2,2.9,4.1,1.1,1.2,0.7,1.7,3.4,15.0,Norwood,Massachusetts,3581986
283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,Jalen Lecque,19,PHO,4,0,26,5.5,13.8,0.4,0.0,5.5,0.0,5.5,8.3,0.667,2.8,2.8,1.0,0.0,0.0,0.0,2.8,0.0,0.0,1.4,2.8,13.8,New York,New York,898310
284,284,284,284,284,284,284,284,284,284,284,284,284,284,284,Courtney Lee,34,DAL,24,9,345,4.2,8.6,0.488,2.2,4.9,0.447,2.0,3.7,0.5429999999999999,0.6,0.7,0.857,0.7,2.6,3.3,1.3,1.9,0.6,1.1,3.4,11.2,Indianapolis,Indiana,12759670
285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,Damion Lee,27,GSW,49,36,1423,5.4,12.9,0.417,2.2,6.0,0.35600000000000004,3.2,6.9,0.471,2.8,3.2,0.873,0.8,5.2,6.0,3.4,1.3,0.2,1.7,2.9,15.7,Baltimore,Maryland,842327
287,287,287,287,287,287,287,287,287,287,287,287,287,287,287,Kawhi Leonard,28,LAC,51,51,1643,10.4,22.3,0.469,2.3,6.4,0.366,8.1,15.9,0.51,6.8,7.7,0.889,1.1,7.0,8.2,5.6,2.0,0.7,3.1,2.1,30.0,Los Angeles,California,32742000
288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,Meyers Leonard,27,MIA,49,49,987,4.2,8.1,0.52,1.9,4.3,0.429,2.4,3.8,0.625,0.6,0.9,0.654,1.0,8.1,9.0,1.9,0.5,0.5,1.3,3.8,10.9,Robinson,Illinois,11286515
289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,Caris LeVert,25,BRK,39,25,1131,8.0,19.4,0.414,2.3,6.0,0.381,5.7,13.4,0.429,3.7,5.1,0.72,1.3,3.8,5.1,5.1,1.4,0.2,3.1,2.3,22.0,Columbus,Ohio,2625718
290,290,290,290,290,290,290,290,290,290,290,290,290,290,290,Damian Lillard,29,POR,58,58,2140,8.9,19.5,0.457,3.8,9.6,0.394,5.1,9.9,0.518,6.5,7.4,0.888,0.5,3.7,4.2,7.6,1.0,0.4,2.8,1.6,28.2,Oakland,California,29802321
291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,Nassir Little,19,POR,48,5,573,4.1,9.5,0.43,0.9,3.7,0.237,3.2,5.8,0.5539999999999999,1.8,2.8,0.636,1.9,4.8,6.8,1.4,0.8,0.9,0.9,4.5,10.8,Pensacola,Florida,2105520
292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,Kevon Looney,23,GSW,20,4,262,4.0,10.9,0.3670000000000001,0.1,1.9,0.071,3.8,8.9,0.431,1.2,1.6,0.75,3.8,5.2,9.1,2.7,1.6,0.8,1.6,4.7,9.3,Milwaukee,Wisconsin,4464286
293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,Brook Lopez,31,MIL,61,60,1622,5.4,12.7,0.4270000000000001,1.9,6.3,0.29600000000000004,3.6,6.4,0.557,2.2,2.7,0.81,0.9,5.1,6.0,2.1,1.0,3.3,1.4,3.3,14.9,North Hollywood,California,12093024
294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,Robin Lopez,31,MIL,60,4,862,5.7,11.4,0.502,1.4,4.0,0.344,4.3,7.4,0.588,1.0,1.8,0.535,2.2,3.9,6.1,1.7,0.4,1.7,2.3,3.3,13.8,North Hollywood,California,4767000
295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,Kevin Love,31,CLE,56,56,1780,6.6,14.7,0.45,3.0,7.9,0.374,3.7,6.8,0.537,3.8,4.4,0.8540000000000001,1.1,10.0,11.1,3.6,0.7,0.4,2.8,1.8,20.0,Santa Monica,California,28900000
296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,Kyle Lowry,33,TOR,52,52,1901,5.9,14.0,0.417,2.9,8.2,0.354,3.0,5.9,0.505,4.8,5.6,0.861,0.6,4.2,4.8,7.6,1.3,0.4,2.9,3.2,19.4,Philadelphia,Pennsylvania,33296296
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,J.P. Macura,24,CLE,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lakeville,Minnesota,81678
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,Josh Magette,30,ORL,8,0,38,4.7,14.2,0.333,0.9,3.8,0.25,3.8,10.4,0.364,0.9,1.9,0.5,0.9,4.7,5.7,4.7,2.8,0.9,4.7,3.8,11.4,Birmingham,Alabama,81678
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,Terance Mann,23,LAC,35,6,271,2.9,7.2,0.407,0.4,1.6,0.25,2.5,5.6,0.452,1.2,1.6,0.75,0.5,3.9,4.4,5.0,1.1,0.7,1.9,4.8,7.4,Brooklyn,New York,1000000
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,Wesley Matthews,33,MIL,62,62,1529,3.7,9.4,0.397,2.4,6.5,0.365,1.4,2.9,0.468,1.1,1.5,0.762,0.5,3.3,3.8,2.1,0.9,0.2,1.0,2.1,11.0,San Antonio,Texas,2564753
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,Patrick McCaw,24,TOR,37,12,908,2.7,6.4,0.414,0.9,2.8,0.324,1.7,3.6,0.484,0.5,0.7,0.722,0.8,2.7,3.4,3.1,1.5,0.2,1.1,2.4,6.7,St. Louis,Missouri,4000000
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,CJ McCollum,28,POR,62,62,2229,8.9,19.6,0.453,2.8,7.4,0.38,6.1,12.2,0.4970000000000001,2.0,2.6,0.75,0.7,3.4,4.1,4.3,0.7,0.6,1.9,2.6,22.5,Canton,Ohio,27556959
316,316,316,316,316,316,316,316,316,316,316,316,316,316,316,T.J. McConnell,27,IND,63,3,1188,5.7,11.0,0.517,0.2,0.5,0.333,5.5,10.5,0.524,0.9,1.1,0.833,1.0,4.0,4.9,9.6,1.3,0.3,2.6,2.1,12.4,Pittsburgh,Pennsylvania,3500000
317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,Jalen McDaniels,22,CHO,16,0,293,4.1,8.6,0.471,1.1,2.9,0.375,2.9,5.7,0.522,1.7,2.1,0.8240000000000001,1.8,6.1,8.0,1.6,1.0,0.4,1.4,4.4,10.9,Federal Way,Washington,898310
318,318,318,318,318,318,318,318,318,318,318,318,318,318,318,Doug McDermott,28,IND,62,0,1242,7.0,14.2,0.491,3.4,7.7,0.445,3.6,6.6,0.544,1.2,1.5,0.8270000000000001,0.7,3.9,4.5,2.0,0.3,0.1,1.2,3.1,18.6,Grand Forks,North Dakota,7333334
319,319,319,319,319,319,319,319,319,319,319,319,319,319,319,JaVale McGee,32,LAL,61,61,1023,6.4,10.0,0.64,0.1,0.2,0.5,6.3,9.7,0.643,1.7,2.6,0.653,3.9,8.6,12.5,1.2,1.1,3.2,1.7,5.1,14.6,Flint,Michigan,4000000
320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,Rodney McGruder,28,LAC,50,3,749,2.9,7.5,0.391,1.1,3.8,0.278,1.9,3.7,0.506,0.7,1.3,0.536,1.2,4.9,6.2,1.4,1.1,0.4,1.0,3.2,7.6,Landover,Maryland,4629630
321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,Alfonzo McKinnie,27,CLE,40,1,593,4.4,10.4,0.4270000000000001,0.8,3.9,0.215,3.6,6.4,0.557,1.3,1.9,0.71,2.2,4.6,6.9,0.8,1.4,0.5,1.6,4.4,11.0,Chicago,Illinois,1361046
323,323,323,323,323,323,323,323,323,323,323,323,323,323,323,Ben McLemore,26,HOU,63,19,1437,5.2,11.8,0.445,3.9,9.8,0.395,1.4,2.0,0.688,1.2,1.6,0.758,0.5,3.0,3.5,1.4,1.0,0.3,1.2,3.3,15.5,St. Louis,Missouri,2028594
324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,Jordan McRae,28,TOT,37,4,784,6.8,16.8,0.407,2.1,5.8,0.35700000000000004,4.8,11.0,0.433,3.8,5.0,0.7609999999999999,0.8,4.9,5.7,4.3,1.0,0.7,2.0,3.4,19.6,Savannah,Georgia,1645357
326,326,326,326,326,326,326,326,326,326,326,326,326,326,326,De'Anthony Melton,21,MEM,52,8,1011,5.3,12.6,0.419,1.3,4.2,0.316,4.0,8.4,0.47,3.1,3.8,0.821,1.3,5.6,6.9,5.6,2.3,0.6,2.8,3.3,15.0,North Hollywood,California,1416852
327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,Chimezie Metu,22,SAS,16,0,73,9.9,17.3,0.5710000000000001,0.0,0.5,0.0,9.9,16.8,0.588,3.0,3.9,0.75,4.9,7.9,12.8,3.0,0.5,2.0,2.5,2.0,22.7,Los Angeles,California,1416852
328,328,328,328,328,328,328,328,328,328,328,328,328,328,328,Khris Middleton,28,MIL,55,52,1653,9.2,18.5,0.499,2.9,6.9,0.418,6.3,11.6,0.547,3.9,4.3,0.908,0.9,6.6,7.4,4.9,1.1,0.2,2.5,2.7,25.2,Charleston,South Carolina,30603448
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,C.J. Miles,32,WAS,10,0,161,4.2,13.2,0.322,2.5,7.8,0.314,1.8,5.4,0.333,3.4,4.5,0.75,0.9,1.8,2.7,2.7,2.2,0.9,0.9,3.1,14.3,Dallas,Texas,8730158
331,331,331,331,331,331,331,331,331,331,331,331,331,331,331,Malcolm Miller,26,TOR,25,1,125,2.3,6.9,0.333,1.7,5.5,0.316,0.6,1.4,0.4,0.3,1.7,0.16699999999999998,0.3,3.7,4.0,2.3,1.2,0.6,0.9,3.5,6.6,Gaithersburg,Maryland,1588231
333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,Paul Millsap,34,DEN,44,41,1075,6.3,13.0,0.486,1.6,3.7,0.44,4.7,9.3,0.504,3.5,4.2,0.833,2.9,5.8,8.7,2.3,1.3,0.9,2.0,4.3,17.7,Monroe,Louisiana,30500000
334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,Shake Milton,23,PHI,32,16,611,6.4,12.8,0.498,2.8,6.2,0.453,3.5,6.5,0.541,2.3,3.0,0.765,0.6,3.4,4.0,4.2,1.1,0.4,2.2,4.1,17.9,Owasso,Oklahoma,1445697
335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,Donovan Mitchell,23,UTA,63,63,2165,9.3,20.5,0.453,2.6,7.1,0.364,6.7,13.4,0.501,4.1,4.8,0.8590000000000001,0.7,3.9,4.6,4.4,1.1,0.2,2.8,2.6,25.4,Elmsford,New York,3635760
338,338,338,338,338,338,338,338,338,338,338,338,338,338,338,Malik Monk,21,CHO,55,1,1169,6.5,15.0,0.434,1.8,6.3,0.284,4.7,8.7,0.542,2.5,3.1,0.82,0.8,4.0,4.8,3.5,0.8,0.5,2.4,2.3,17.4,Jonesboro,Arkansas,4028400
340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,E'Twaun Moore,30,NOP,51,5,958,6.5,15.4,0.424,2.3,6.0,0.375,4.3,9.4,0.456,1.1,1.6,0.674,1.1,3.5,4.6,2.7,1.1,0.4,1.4,2.9,16.4,East Chicago,Indiana,8664928
341,341,341,341,341,341,341,341,341,341,341,341,341,341,341,Ja Morant,20,MEM,59,59,1771,8.0,16.3,0.491,1.0,2.8,0.3670000000000001,7.0,13.4,0.517,4.1,5.4,0.77,0.9,3.3,4.2,8.3,1.1,0.3,3.9,1.8,21.2,Dalzell,South Carolina,8730240
342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,Juwan Morgan,22,UTA,16,0,74,4.4,8.3,0.529,0.5,2.4,0.2,3.9,5.8,0.667,0.0,0.0,0.0,2.4,6.8,9.2,1.0,0.0,0.5,1.5,3.4,9.2,Waynesville,Missouri,746054
343,343,343,343,343,343,343,343,343,343,343,343,343,343,343,Marcus Morris,30,TOT,55,55,1727,6.8,15.6,0.433,2.8,6.8,0.41,4.0,8.9,0.451,3.6,4.4,0.823,1.1,4.7,5.9,1.6,0.9,0.6,1.8,3.4,19.9,Philadelphia,Pennsylvania,15000000
344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,Markieff Morris,30,TOT,52,16,1106,6.2,13.8,0.445,2.6,6.8,0.386,3.5,7.0,0.502,2.1,2.7,0.7829999999999999,1.1,5.4,6.5,2.4,0.9,0.5,2.4,3.9,17.1,Philadelphia,Pennsylvania,2241808
345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,Monte Morris,24,DEN,65,8,1402,5.7,12.4,0.459,1.4,3.7,0.375,4.3,8.7,0.494,1.3,1.6,0.823,0.5,2.4,2.9,5.9,1.4,0.4,1.2,1.6,14.1,Grand Rapids,Michigan,1588231
349,349,349,349,349,349,349,349,349,349,349,349,349,349,349,Dejounte Murray,23,SAS,58,50,1447,6.3,13.4,0.475,0.8,2.2,0.378,5.5,11.1,0.494,1.9,2.3,0.7979999999999999,1.7,6.7,8.3,5.9,2.5,0.4,2.7,3.2,15.4,Seattle,Washington,2321735
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,Mike Muscala,28,OKC,41,0,492,4.7,11.6,0.403,3.1,8.8,0.358,1.5,2.9,0.5379999999999999,1.3,1.6,0.818,1.0,5.9,6.9,2.5,0.6,0.8,1.0,3.7,13.8,St. Louis Park,Minnesota,2028594
355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,Larry Nance Jr.,27,CLE,56,10,1472,5.6,10.5,0.531,1.4,3.9,0.35200000000000004,4.2,6.7,0.636,1.2,1.8,0.6759999999999999,2.6,7.4,10.0,3.0,1.4,0.5,1.5,2.2,13.8,Akron,Ohio,12727273
356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,Shabazz Napier,28,TOT,51,30,1234,5.0,12.0,0.412,2.1,6.5,0.32,2.9,5.6,0.518,3.4,4.1,0.823,0.7,3.5,4.3,7.4,1.9,0.3,3.2,2.7,15.4,Roxbury,Massachusetts,1882867
358,358,358,358,358,358,358,358,358,358,358,358,358,358,358,Malik Newman,22,CLE,1,0,4,0.0,18.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,Shreveport,Louisiana,50752
359,359,359,359,359,359,359,359,359,359,359,359,359,359,359,Georges Niang,26,UTA,58,0,772,5.6,12.4,0.453,3.6,8.6,0.416,2.0,3.7,0.5379999999999999,0.9,1.0,0.8640000000000001,0.6,4.5,5.1,1.6,0.6,0.2,1.2,2.9,15.7,Lawrence,Massachusetts,1678854
360,360,360,360,360,360,360,360,360,360,360,360,360,360,360,Nerlens Noel,25,OKC,55,6,1014,6.2,9.0,0.685,0.0,0.1,0.333,6.1,8.9,0.6890000000000001,2.7,3.5,0.765,2.9,6.7,9.6,1.9,2.0,2.9,1.9,5.1,15.1,Malden,Massachusetts,2028594
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,Zach Norvell,22,TOT,5,0,41,2.6,10.5,0.25,2.6,7.0,0.375,0.0,3.5,0.0,0.9,0.9,1.0,0.0,5.3,5.3,2.6,1.8,0.0,2.6,3.5,8.8,Chicago,Illinois,50752
362,362,362,362,362,362,362,362,362,362,362,362,362,362,362,Jaylen Nowell,20,MIN,15,0,151,4.5,12.6,0.358,0.7,6.2,0.115,3.8,6.4,0.593,3.8,4.1,0.941,0.7,2.4,3.1,4.5,0.7,0.2,0.7,2.6,13.6,Seattle,Washington,1400000
364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,Kendrick Nunn,24,MIA,62,62,1846,7.4,16.6,0.448,2.6,7.1,0.362,4.9,9.5,0.512,1.5,1.8,0.8370000000000001,0.4,2.9,3.3,4.1,1.0,0.2,2.0,2.8,18.9,Chicago,Illinois,1416852
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,David Nwaba,27,BRK,20,0,268,5.0,9.5,0.521,1.6,3.8,0.429,3.4,5.8,0.581,2.4,3.6,0.667,1.1,5.0,6.0,1.1,1.5,1.6,1.1,4.3,14.0,Los Angeles,California,1678854
366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,Royce O'Neale,26,UTA,64,55,1862,2.7,6.2,0.439,1.6,4.1,0.389,1.1,2.1,0.536,0.7,0.9,0.735,0.4,6.1,6.6,3.2,0.9,0.5,1.0,3.5,7.7,Killeen,Texas,1618520
367,367,367,367,367,367,367,367,367,367,367,367,367,367,367,Kyle O'Quinn,29,PHI,26,1,258,4.9,10.0,0.486,1.0,3.2,0.304,3.9,6.8,0.5710000000000001,1.4,2.7,0.526,4.5,9.2,13.7,4.9,0.7,3.1,2.5,4.9,12.1,Queens,New York,2028594
368,368,368,368,368,368,368,368,368,368,368,368,368,368,368,Semi Ojeleye,25,BOS,61,5,891,2.6,6.4,0.409,1.5,4.0,0.3670000000000001,1.2,2.5,0.475,1.0,1.1,0.893,1.0,4.0,5.0,1.3,0.7,0.2,0.5,2.5,7.7,Overland Park,Kansas,1618520
369,369,369,369,369,369,369,369,369,369,369,369,369,369,369,Jahlil Okafor,24,NOP,28,9,424,7.5,12.2,0.611,0.1,0.2,0.5,7.4,12.1,0.613,3.1,4.9,0.638,3.9,6.2,10.1,3.1,0.6,1.6,3.1,5.3,18.2,Chicago,Illinois,1702486
372,372,372,372,372,372,372,372,372,372,372,372,372,372,372,KZ Okpala,20,MIA,5,0,26,4.2,6.9,0.6,0.0,1.4,0.0,4.2,5.5,0.75,1.4,2.8,0.5,1.4,5.5,6.9,1.4,2.8,1.4,1.4,2.8,9.7,Orange County,California,898310
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,Victor Oladipo,27,IND,13,10,337,6.7,17.2,0.391,2.2,7.4,0.304,4.5,9.8,0.457,3.4,4.4,0.78,0.7,3.6,4.4,4.2,1.2,0.3,3.0,2.2,19.1,Silver Spring,Maryland,21000000
375,375,375,375,375,375,375,375,375,375,375,375,375,375,375,Miye Oni,22,UTA,5,0,11,0.0,6.5,0.0,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,3.3,0.0,0.0,Los Angeles,California,898310
377,377,377,377,377,377,377,377,377,377,377,377,377,377,377,Kelly Oubre Jr.,24,PHO,56,55,1933,6.9,15.4,0.452,2.0,5.7,0.35200000000000004,4.9,9.7,0.511,3.6,4.6,0.78,1.2,5.5,6.7,1.6,1.3,0.7,1.5,3.6,19.5,New Orleans,Louisiana,15625000
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,Jeremy Pargo,33,GSW,3,0,44,9.0,18.0,0.5,2.5,5.7,0.429,6.5,12.3,0.5329999999999999,0.0,0.8,0.0,0.8,1.6,2.5,6.5,0.8,0.0,3.3,6.5,20.5,Chicago,Illinois,91557
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,Jabari Parker,24,TOT,33,23,852,8.4,16.9,0.499,1.3,4.9,0.267,7.1,12.0,0.594,2.3,3.1,0.743,2.3,6.0,8.2,2.5,1.8,0.6,2.5,4.0,20.5,Chicago,Illinois,6500000
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,Chandler Parsons,31,ATL,5,0,54,3.3,12.0,0.278,2.7,9.3,0.28600000000000003,0.7,2.7,0.25,0.0,0.0,0.0,0.7,4.0,4.7,2.0,2.7,0.7,2.0,2.0,9.3,Casselberry,Florida,25102511
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,Eric Paschall,23,GSW,60,26,1654,6.9,13.9,0.4970000000000001,0.8,2.8,0.287,6.1,11.1,0.55,3.6,4.6,0.774,1.8,4.2,6.0,2.8,0.7,0.3,2.0,2.7,18.2,North Tarrytown,New York,898310
